time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,6,6,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,2,2,6,6,520,51,51.0,51.000,1,520,80,51,1014.8,1014.8
30,4,2,2,6,6,0,0,0.0,0.000,1,0,80,0,1014.8,1014.8
40,4,2,2,6,6,0,0,0.0,0.000,1,0,80,0,1014.8,1014.8
50,4,2,2,6,6,0,0,0.0,0.000,1,0,80,0,1014.8,1014.8
60,4,2,2,6,6,-40,-3,-3.0,-3.000,1,-40,0,-3,0.0,0.0
70,4,2,2,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
80,4,2,2,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
90,4,2,2,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
100,4,2,2,6,6,-480,-47,-47.0,-47.000,1,-480,0,-47,0.0,0.0
110,4,2,2,6,6,440,43,43.0,43.000,1,440,0,43,0.0,0.0
120,4,2,2,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
130,4,2,2,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
140,4,2,2,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
150,4,2,2,6,6,-440,-43,-43.0,-43.000,1,-440,0,-43,0.0,0.0
160,4,2,2,6,6,800,79,79.0,79.000,1,800,80,79,607.8,607.8
170,4,2,2,6,6,0,0,0.0,0.000,1,0,80,0,607.8,607.8
180,4,2,2,6,6,0,0,0.0,0.000,1,0,80,0,607.8,607.8
