time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,15,15,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,15,15,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,2,2,15,15,8840,882,0.0,0.000,1,8840,9000,882,1.2,1.2
40,4,2,2,15,15,8200,818,0.0,0.000,1,8200,17080,818,1.2,1.2
50,4,2,2,15,15,7720,771,0.0,0.000,1,7720,25180,771,1.1,1.1
60,4,2,2,15,15,7860,785,0.0,0.000,1,7860,33340,785,1.1,1.1
70,4,2,2,15,15,10620,1060,0.0,0.000,1,10620,44240,1060,1.1,1.1
80,4,2,2,15,15,7840,783,0.0,0.000,1,7840,52420,783,1.1,1.1
90,4,2,2,15,15,8180,816,0.0,0.000,1,8180,60620,816,1.1,1.1
100,4,2,2,15,15,10920,1091,0.0,0.000,1,10920,71540,1091,1.1,1.1
110,4,2,2,15,15,8640,863,0.0,0.000,1,8640,79740,863,1.1,1.1
120,4,2,2,15,15,8180,817,0.0,0.000,1,8180,87900,817,1.1,1.1
130,4,2,2,15,15,10540,1052,0.0,0.000,1,10540,98840,1052,1.1,1.1
140,4,2,2,15,15,8340,833,0.0,0.000,1,8340,107020,833,1.1,1.1
150,4,2,2,15,15,8180,817,0.0,0.000,1,8180,115220,817,1.1,1.1
160,4,2,2,15,15,11200,1118,0.0,0.000,1,11200,126160,1118,1.1,1.1
170,4,2,2,15,15,7780,777,0.0,0.000,1,7780,134380,777,1.1,1.1
180,4,2,2,15,15,8360,834,0.0,0.000,1,8360,142580,834,1.1,1.1
