time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,16,16,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,16,16,4160,413,0.0,0.000,10,4160,0,413,0.0,0.0
30,4,4,4,16,16,38100,3800,0.0,0.000,10,9860,4240,983,6805.7,12520.6
40,4,4,4,16,16,51160,5083,0.0,0.000,10,12760,17520,1267,9520.3,9868.6
50,4,4,4,16,16,76300,7611,0.0,0.000,10,18540,35840,1849,7609.3,9111.1
60,4,4,4,16,16,193480,19297,0.0,0.000,10,47720,83000,4759,4811.3,5153.7
70,4,4,4,16,16,356500,35451,0.0,0.000,10,91860,175400,9134,2812.8,2977.4
80,4,4,4,16,16,455880,45428,0.0,0.000,10,110360,286280,10997,2081.4,2347.6
90,4,4,4,16,16,524200,52164,0.0,0.000,10,132640,417920,13199,1685.5,1862.8
100,4,4,4,16,16,435600,43434,0.0,0.000,10,109060,527100,10874,1511.1,1652.7
110,4,4,4,16,16,508280,50625,0.0,0.000,10,127280,654700,12677,1370.1,1523.9
120,4,4,4,16,16,536040,53401,0.0,0.000,10,131080,783500,13058,1278.0,1406.3
130,4,4,4,16,16,445200,44426,0.0,0.000,10,116340,900320,11609,1220.2,1353.2
140,4,4,4,16,16,497240,49520,0.0,0.000,10,121860,1022880,12136,1172.6,1303.7
150,4,4,4,16,16,571480,56988,0.0,0.000,10,139520,1162560,13913,1122.0,1225.7
160,4,4,4,16,16,474620,47254,0.0,0.000,10,123000,1287960,12246,1087.7,1188.7
170,4,4,4,16,16,527800,52664,0.0,0.000,10,130200,1416980,12991,1059.8,1158.6
180,4,4,4,16,16,577040,57565,0.0,0.000,10,140360,1557720,14002,1031.6,1117.9
