time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,18,18,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,18,18,20,1,0.0,0.000,10,20,0,1,0.0,0.0
30,4,4,4,18,18,17180,1712,0.0,0.000,10,4300,4280,428,15.3,17.2
40,4,4,4,18,18,51660,5137,0.0,0.000,10,12640,16960,1256,9.6,10.3
50,4,4,4,18,18,78280,7806,0.0,0.000,10,19900,36600,1984,7.0,7.3
60,4,4,4,18,18,169020,16866,0.0,0.000,10,44000,79100,4390,4.6,5.1
70,4,4,4,18,18,189640,18929,0.0,0.000,10,46640,126580,4655,3.7,3.9
80,4,4,4,18,18,177360,17707,0.0,0.000,10,44960,170420,4488,3.2,3.5
90,4,4,4,18,18,221600,22084,0.0,0.000,10,55480,226180,5529,2.9,3.2
100,4,4,4,18,18,201640,20129,0.0,0.000,10,49140,276220,4905,2.8,2.9
110,4,4,4,18,18,182760,18250,0.0,0.000,10,45400,321640,4533,2.7,2.8
120,4,4,4,18,18,226920,22639,0.0,0.000,10,57440,378800,5730,2.6,2.7
130,4,4,4,18,18,209120,20880,0.0,0.000,10,51300,430020,5122,2.5,2.6
140,4,4,4,18,18,181900,18157,0.0,0.000,10,44920,475840,4483,2.4,2.6
150,4,4,4,18,18,224860,22454,0.0,0.000,10,56940,532480,5686,2.4,2.5
160,4,4,4,18,18,183240,18294,0.0,0.000,10,46320,577940,4624,2.3,2.5
170,4,4,4,18,18,202340,20203,0.0,0.000,10,49580,627900,4950,2.3,2.4
180,4,4,4,18,18,223520,22314,0.0,0.000,10,54720,681840,5462,2.3,2.4
