time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,2,2,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
40,4,2,2,4,4,440,43,43.0,43.000,1,440,420,43,9.4,9.4
50,4,2,2,4,4,880,87,87.0,87.000,1,880,1180,87,12.3,12.3
60,4,2,2,4,4,760,75,75.0,75.000,1,760,1940,75,12.0,12.0
70,4,2,2,4,4,1080,107,107.0,107.000,1,1080,2960,107,12.1,12.1
80,4,2,2,4,4,900,89,89.0,89.000,1,900,3700,89,11.9,11.9
90,4,2,2,4,4,700,69,69.0,69.000,1,700,4480,69,11.8,11.8
100,4,2,2,4,4,920,91,91.0,91.000,1,920,5500,91,11.7,11.7
110,4,2,2,4,4,740,73,73.0,73.000,1,740,6260,73,11.6,11.6
120,4,2,2,4,4,640,63,63.0,63.000,1,640,7020,63,11.8,11.8
130,4,2,2,4,4,920,91,91.0,91.000,1,920,8060,91,11.8,11.8
140,4,2,2,4,4,800,79,79.0,79.000,1,800,8800,79,11.7,11.7
150,4,2,2,4,4,720,71,71.0,71.000,1,720,9560,71,11.7,11.7
160,4,2,2,4,4,1000,99,99.0,99.000,1,1000,10600,99,11.7,11.7
170,4,2,2,4,4,780,77,77.0,77.000,1,780,11400,77,11.6,11.6
180,4,2,2,4,4,760,75,75.0,75.000,1,760,12160,75,11.6,11.6
