time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,54,54,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,2,2,54,54,198160,19592,0.0,0.000,10,51140,41700,5056,2199.5,2540.6
30,4,2,2,54,54,376540,36511,0.0,0.000,10,95920,137100,9300,1484.3,1542.7
40,4,2,2,54,54,424700,41966,0.0,0.000,10,105640,242640,10438,1223.5,1259.4
50,4,2,2,54,54,569840,56258,0.0,0.000,10,142180,382600,14036,1025.3,1062.5
60,4,2,2,54,54,800600,79550,0.0,0.000,10,199040,582580,19777,858.8,879.0
70,4,2,2,54,54,817020,81101,0.0,0.000,10,204120,787900,20262,772.9,784.8
80,4,2,2,54,54,709740,70649,0.0,0.000,10,176240,965680,17543,725.5,740.1
90,4,2,2,54,54,707700,70110,0.0,0.000,10,177160,1142060,17551,693.4,708.0
100,4,2,2,54,54,808440,80578,0.0,0.000,10,204940,1345020,20426,668.7,682.7
111,4,2,2,54,54,827960,81960,0.0,0.000,10,204860,1550720,20279,647.8,659.9
121,4,2,2,54,54,712700,70202,0.0,0.000,10,177360,1727320,17470,634.0,644.8
131,4,2,2,54,54,787480,78325,0.0,0.000,10,201140,1925560,20005,624.6,636.4
141,4,2,2,54,54,811400,80736,0.0,0.000,10,201880,2125060,20087,615.3,625.6
151,4,2,2,54,54,726820,72349,0.0,0.000,10,182360,2306860,18152,606.7,616.3
161,4,2,2,54,54,800200,79102,0.0,0.000,10,199780,2506200,19748,600.7,608.3
171,4,2,2,54,54,843460,83909,0.0,0.000,10,212080,2716180,21098,594.0,601.8
181,4,2,2,54,54,720660,71465,0.0,0.000,10,180040,2896820,17854,588.5,597.9
