time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,16,16,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,16,16,40,3,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,16,16,18760,1871,0.0,0.000,10,4380,4700,436,15.0,16.1
40,4,4,4,16,16,41020,4091,0.0,0.000,10,10620,15120,1059,10.5,11.1
50,4,4,4,16,16,83160,8272,0.0,0.000,10,19780,35580,1967,6.9,7.1
60,4,4,4,16,16,182540,18193,0.0,0.000,10,44960,81360,4481,4.5,4.7
70,4,4,4,16,16,183180,18283,0.0,0.000,10,44740,127200,4465,3.6,3.8
80,4,4,4,16,16,188500,18819,0.0,0.000,10,47680,174140,4760,3.2,3.3
90,4,4,4,16,16,260000,25924,0.0,0.000,10,66040,238920,6584,2.8,2.9
100,4,4,4,16,16,192680,19237,0.0,0.000,10,48320,286760,4824,2.6,2.8
110,4,4,4,16,16,197460,19712,0.0,0.000,10,49540,335740,4945,2.5,2.7
120,4,4,4,16,16,259880,25938,0.0,0.000,10,65020,400280,6489,2.4,2.6
130,4,4,4,16,16,196600,19626,0.0,0.000,10,49360,449160,4927,2.4,2.5
140,4,4,4,16,16,194880,19454,0.0,0.000,10,48800,497780,4871,2.3,2.4
150,4,4,4,16,16,263940,26351,0.0,0.000,10,66100,563300,6599,2.3,2.4
160,4,4,4,16,16,195420,19510,0.0,0.000,10,48940,612200,4886,2.2,2.3
170,4,4,4,16,16,191220,19093,0.0,0.000,10,46640,660820,4657,2.2,2.3
180,4,4,4,16,16,252400,25202,0.0,0.000,10,64480,724420,6438,2.2,2.3
