time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,52,52,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,52,52,34140,3367,0.0,0.000,10,10720,680,1057,2406.2,5334.0
30,4,4,4,52,52,74080,7129,0.0,0.000,10,17500,18300,1684,6584.0,7555.1
40,4,4,4,52,52,88100,8609,0.0,0.000,10,22540,40740,2202,5447.5,6091.6
50,4,4,4,52,52,97960,9642,0.0,0.000,10,25280,64720,2488,5011.6,5915.4
61,4,4,4,52,52,125260,12429,0.0,0.000,10,31740,96440,3149,4435.6,5150.7
71,4,4,4,52,52,180420,17831,0.0,0.000,10,44020,141720,4350,3844.0,4706.7
81,4,4,4,52,52,306540,30332,0.0,0.000,10,75740,217580,7494,3006.6,3408.0
91,4,4,4,52,52,421420,41621,0.0,0.000,10,105920,322640,10461,2312.1,2604.3
101,4,4,4,52,52,540840,53809,0.0,0.000,10,134280,456500,13359,1868.1,2109.4
111,4,4,4,52,52,506540,50346,0.0,0.000,10,127860,585260,12708,1633.5,1893.1
121,4,4,4,52,52,500700,49721,0.0,0.000,10,124220,707940,12335,1484.1,1684.2
131,4,4,4,52,52,544520,54256,0.0,0.000,10,137020,845460,13652,1368.4,1555.7
141,4,4,4,52,52,506960,50403,0.0,0.000,10,124760,971760,12404,1284.0,1456.4
151,4,4,4,52,52,594440,59042,0.0,0.000,10,148020,1118020,14702,1211.1,1365.2
161,4,4,4,52,52,586140,58218,0.0,0.000,10,148020,1265660,14702,1155.1,1303.5
171,4,4,4,52,52,532060,52373,0.0,0.000,10,132080,1397680,13001,1111.1,1247.2
181,4,4,4,52,52,604160,60079,0.0,0.000,10,152820,1548960,15196,1070.6,1179.9
