time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,13,13,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,13,13,20,1,1.0,1.000,1,20,20,1,12.0,12.0
30,4,2,2,13,13,0,0,0.0,0.000,1,0,20,0,12.0,12.0
40,4,2,2,13,13,660,65,65.0,65.000,1,660,680,65,7.1,7.1
50,4,2,2,13,13,1500,149,149.0,149.000,1,1500,2060,149,6.6,6.6
60,4,2,2,13,13,1320,131,131.0,131.000,1,1320,3440,131,6.3,6.3
70,4,2,2,13,13,1860,185,185.0,185.000,1,1860,5300,185,6.6,6.6
80,4,2,2,13,13,1440,143,143.0,143.000,1,1440,6660,143,6.8,6.8
90,4,2,2,13,13,1460,145,145.0,145.000,1,1460,8040,145,6.7,6.7
100,4,2,2,13,13,1280,127,127.0,127.000,1,1280,9400,127,6.7,6.7
110,4,2,2,13,13,1880,187,187.0,187.000,1,1880,11360,187,6.5,6.5
120,4,2,2,13,13,1400,139,139.0,139.000,1,1400,12760,139,6.5,6.5
130,4,2,2,13,13,1520,151,151.0,151.000,1,1520,14120,151,6.4,6.4
140,4,2,2,13,13,1880,187,187.0,187.000,1,1880,15960,187,6.3,6.3
150,4,2,2,13,13,1340,133,133.0,133.000,1,1340,17300,133,6.3,6.3
160,4,2,2,13,13,1360,135,135.0,135.000,1,1360,18680,135,6.4,6.4
170,4,2,2,13,13,1660,165,165.0,165.000,1,1660,20480,165,6.5,6.5
180,4,2,2,13,13,1520,151,151.0,151.000,1,1520,21900,151,6.5,6.5
