time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,45,45,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,45,45,40,3,3.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
40,4,4,4,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
50,4,4,4,45,45,1320,131,131.0,23.000,1,240,320,23,21.5,21.5
60,4,4,4,45,45,2500,249,249.0,41.000,1,420,800,41,20.7,20.7
70,4,4,4,45,45,2520,250,250.0,69.000,1,700,1480,69,19.5,19.5
80,4,4,4,45,45,2280,226,226.0,53.000,1,540,1980,53,19.2,19.2
90,4,4,4,45,45,2420,241,241.0,55.000,1,560,2500,55,19.2,19.2
100,4,4,4,45,45,2080,207,207.0,49.000,1,500,3160,49,18.5,18.5
110,4,4,4,45,45,1800,179,179.0,47.000,1,480,3680,47,18.6,18.6
120,4,4,4,45,45,2260,225,225.0,55.000,1,560,4180,55,18.8,18.8
130,4,4,4,45,45,2480,247,247.0,73.000,1,740,4860,73,18.4,18.4
140,4,4,4,45,45,2080,207,207.0,51.000,1,520,5360,51,18.4,18.4
150,4,4,4,45,45,2460,245,245.0,47.000,1,480,5880,47,18.4,18.4
160,4,4,4,45,45,2500,249,249.0,77.000,1,780,6560,77,18.1,18.1
170,4,4,4,45,45,2140,213,213.0,53.000,1,540,7060,53,18.0,18.0
180,4,4,4,45,45,2320,231,231.0,49.000,1,500,7600,49,18.0,18.0
