time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,4,4,12340,1229,0.0,0.000,1,12340,11440,1229,1026.7,1026.7
30,4,2,2,4,4,156020,15575,0.0,0.000,1,156020,167500,15575,120.1,120.1
40,4,2,2,4,4,427440,42701,0.0,0.000,1,427440,593560,42701,46.2,46.2
50,4,2,2,4,4,613120,61238,0.0,0.000,1,613120,1209000,61238,30.9,30.9
60,4,2,2,4,4,472960,47244,0.0,0.000,1,472960,1680860,47244,26.6,26.6
70,4,2,2,4,4,484360,48377,0.0,0.000,1,484360,2166960,48377,24.0,24.0
80,4,2,2,4,4,639160,63833,0.0,0.000,1,639160,2805700,63833,22.2,22.2
90,4,2,2,4,4,482660,48155,0.0,0.000,1,482660,3288040,48155,21.2,21.2
100,4,2,2,4,4,457340,45651,0.0,0.000,1,457340,3748320,45651,20.6,20.6
110,4,2,2,4,4,645080,64443,0.0,0.000,1,645080,4388720,64443,19.8,19.8
120,4,2,2,4,4,494500,49400,0.0,0.000,1,494500,4882860,49400,19.3,19.3
130,4,2,2,4,4,474620,47419,0.0,0.000,1,474620,5357080,47419,19.0,19.0
140,4,2,2,4,4,600000,59850,0.0,0.000,1,600000,5957540,59850,18.8,18.8
150,4,2,2,4,4,479360,47892,0.0,0.000,1,479360,6439700,47892,18.5,18.5
160,4,2,2,4,4,472960,47229,0.0,0.000,1,472960,6909480,47229,18.3,18.3
170,4,2,2,4,4,656900,65637,0.0,0.000,1,656900,7562800,65637,18.0,18.0
180,4,2,2,4,4,483400,48286,0.0,0.000,1,483400,8047320,48286,17.9,17.9
