time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,6,6,5760,573,0.0,0.000,1,5760,5220,573,11.0,11.0
30,4,2,2,6,6,99820,9966,0.0,0.000,1,99820,103800,9966,41.9,41.9
40,4,2,2,6,6,569820,56873,0.0,0.000,1,569820,675440,56873,17.1,17.1
50,4,2,2,6,6,527880,52719,0.0,0.000,1,527880,1200700,52719,14.6,14.6
60,4,2,2,6,6,534520,53398,0.0,0.000,1,534520,1735980,53398,13.5,13.5
70,4,2,2,6,6,718120,71718,0.0,0.000,1,718120,2450400,71718,12.7,12.7
80,4,2,2,6,6,533580,53283,0.0,0.000,1,533580,2985340,53283,12.4,12.4
90,4,2,2,6,6,538900,53734,0.0,0.000,1,538900,3526220,53734,12.2,12.2
100,4,2,2,6,6,539260,53877,0.0,0.000,1,539260,4064200,53877,12.0,12.0
110,4,2,2,6,6,703300,70259,0.0,0.000,1,703300,4769980,70259,11.8,11.8
120,4,2,2,6,6,542220,54162,0.0,0.000,1,542220,5313080,54162,11.7,11.7
130,4,2,2,6,6,542280,54130,0.0,0.000,1,542280,5854520,54130,11.6,11.6
140,4,2,2,6,6,714080,71293,0.0,0.000,1,714080,6564880,71293,11.6,11.6
150,4,2,2,6,6,543080,54248,0.0,0.000,1,543080,7112440,54248,11.5,11.5
160,4,2,2,6,6,547200,54670,0.0,0.000,1,547200,7658580,54670,11.5,11.5
170,4,2,2,6,6,723680,72288,0.0,0.000,1,723680,8382860,72288,11.5,11.5
180,4,2,2,6,6,536660,53607,0.0,0.000,1,536660,8923020,53607,11.4,11.4
