time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,6,6,9320,931,0.0,0.000,1,9320,8660,931,72.9,72.9
20,4,2,2,6,6,112640,11100,0.0,0.000,1,112640,120640,11100,48.6,48.6
30,4,2,2,6,6,485660,48498,0.0,0.000,1,485660,607100,48498,19.8,19.8
40,4,2,2,6,6,669100,66836,0.0,0.000,1,669100,1274520,66836,15.2,15.2
50,4,2,2,6,6,536620,53613,0.0,0.000,1,536620,1807900,53613,13.9,13.9
60,4,2,2,6,6,537040,53639,0.0,0.000,1,537040,2348920,53639,13.3,13.3
70,4,2,2,6,6,536980,53617,0.0,0.000,1,536980,2887620,53617,12.9,12.9
80,4,2,2,6,6,729840,72889,0.0,0.000,1,729840,3611360,72889,12.5,12.5
90,4,2,2,6,6,553480,55154,0.0,0.000,1,553480,4163320,55154,12.3,12.3
100,4,2,2,6,6,542080,54143,0.0,0.000,1,542080,4706980,54143,12.1,12.1
110,4,2,2,6,6,728560,72775,0.0,0.000,1,728560,5436800,72775,12.1,12.1
120,4,2,2,6,6,542260,54171,0.0,0.000,1,542260,5981140,54171,12.0,12.0
130,4,2,2,6,6,525800,52496,0.0,0.000,1,525800,6506380,52496,11.9,11.9
140,4,2,2,6,6,728000,72712,0.0,0.000,1,728000,7232300,72712,11.8,11.8
150,4,2,2,6,6,561340,56077,0.0,0.000,1,561340,7792260,56077,11.8,11.8
160,4,2,2,6,6,549400,54890,0.0,0.000,1,549400,8341980,54890,11.7,11.7
170,4,2,2,6,6,716360,71550,0.0,0.000,1,716360,9060000,71550,11.7,11.7
180,4,2,2,6,6,547460,54685,0.0,0.000,1,547460,9611220,54685,11.6,11.6
