time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,13,13,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,13,13,940,93,0.0,0.000,1,940,1140,93,2.8,2.8
30,4,2,2,13,13,7300,728,0.0,0.000,1,7300,8560,728,1.4,1.4
40,4,2,2,13,13,10240,1022,0.0,0.000,1,10240,19280,1022,1.2,1.2
50,4,2,2,13,13,8200,818,0.0,0.000,1,8200,27440,818,1.2,1.2
60,4,2,2,13,13,8020,801,0.0,0.000,1,8020,35580,801,1.2,1.2
70,4,2,2,13,13,11040,1102,0.0,0.000,1,11040,46520,1102,1.2,1.2
80,4,2,2,13,13,8380,836,0.0,0.000,1,8380,54680,836,1.2,1.2
90,4,2,2,13,13,7820,780,0.0,0.000,1,7820,62860,780,1.2,1.2
100,4,2,2,13,13,10980,1095,0.0,0.000,1,10980,73780,1095,1.1,1.1
110,4,2,2,13,13,7460,745,0.0,0.000,1,7460,82000,745,1.1,1.1
120,4,2,2,13,13,8540,853,0.0,0.000,1,8540,90180,853,1.1,1.1
130,4,2,2,13,13,8260,825,0.0,0.000,1,8260,98360,825,1.1,1.1
140,4,2,2,13,13,11020,1100,0.0,0.000,1,11020,109240,1100,1.1,1.1
150,4,2,2,13,13,8140,813,0.0,0.000,1,8140,117460,813,1.1,1.1
160,4,2,2,13,13,8120,811,0.0,0.000,1,8120,125680,811,1.1,1.1
170,4,2,2,13,13,10560,1055,0.0,0.000,1,10560,136620,1055,1.1,1.1
180,4,2,2,13,13,8360,835,0.0,0.000,1,8360,144840,835,1.1,1.1
