time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,16,16,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,16,16,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,16,16,200,19,19.0,7.000,10,80,60,7,263.6,1385.0
40,4,4,4,16,16,20,1,1.0,1.000,10,20,80,1,442.4,1788.0
50,4,4,4,16,16,0,0,0.0,0.000,10,0,80,0,442.4,1788.0
60,4,4,4,16,16,0,0,0.0,0.000,10,0,80,0,442.4,1788.0
70,4,4,4,16,16,0,0,0.0,0.000,10,0,80,0,442.4,1788.0
80,4,4,4,16,16,60,5,5.0,0.000,10,0,100,0,515.0,1788.0
90,4,4,4,16,16,0,0,0.0,0.000,10,0,100,0,515.0,1788.0
100,4,4,4,16,16,0,0,0.0,0.000,10,0,100,0,515.0,1788.0
110,4,4,4,16,16,-80,-7,-7.0,-1.000,10,-20,100,-1,515.0,1788.0
120,4,4,4,16,16,20,1,1.0,0.000,10,0,100,0,515.0,1788.0
130,4,4,4,16,16,0,0,0.0,0.000,10,0,100,0,515.0,1788.0
140,4,4,4,16,16,40,3,3.0,3.000,10,40,100,3,515.0,1788.0
150,4,4,4,16,16,0,0,0.0,0.000,10,0,100,0,515.0,1788.0
160,4,4,4,16,16,0,0,0.0,0.000,10,0,100,0,515.0,1788.0
170,4,4,4,16,16,0,0,0.0,0.000,10,0,100,0,515.0,1788.0
180,4,4,3,16,16,-120,-11,-11.0,-9.000,2,-100,20,-9,363.0,726.0
