time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,9,9,18500,1848,0.0,0.000,1,4500,3520,449,727.0,727.0
20,4,2,2,9,9,218880,21500,0.0,0.000,1,52900,58140,5196,189.0,189.0
30,4,2,2,9,9,644140,64317,0.0,0.000,1,159640,216260,15940,88.0,88.0
40,4,2,2,9,9,937680,93571,0.0,0.000,1,250280,466940,24975,62.3,62.3
50,4,2,2,9,9,855520,85440,0.0,0.000,1,197280,664200,19702,56.0,56.0
60,4,2,2,9,9,796680,79508,0.0,0.000,1,196560,863880,19616,52.4,52.4
70,4,2,2,9,9,1000680,99938,0.0,0.000,1,263940,1129620,26359,49.2,49.2
80,4,2,2,9,9,886820,88540,0.0,0.000,1,205220,1333380,20489,47.6,47.6
90,4,2,2,9,9,813620,81118,0.0,0.000,1,203600,1537480,20299,46.6,46.6
100,4,2,2,9,9,1035580,103413,1.0,0.000,1,277080,1811480,27669,45.5,45.5
110,4,2,2,9,9,885920,88423,0.0,0.000,1,204820,2016040,20443,44.8,44.8
120,4,2,2,9,9,810340,80848,0.0,0.000,1,201300,2218480,20083,44.3,44.3
130,4,2,2,9,9,1047860,104639,1.0,0.000,1,281860,2497460,28146,43.6,43.6
140,4,2,2,9,9,893900,89113,0.0,0.000,1,206340,2705320,20570,43.3,43.3
150,4,2,2,9,9,814560,81301,0.0,0.000,1,203720,2909680,20333,42.9,42.9
160,4,2,2,9,9,789680,78841,0.0,0.000,1,194840,3109180,19452,42.6,42.6
170,4,2,2,9,9,1092160,109041,1.0,0.000,1,272320,3380840,27188,42.3,42.3
180,4,2,2,9,9,816200,81505,0.0,0.000,1,202600,3586240,20231,42.0,42.0
