time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,24,24,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,24,24,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,24,24,19140,1909,0.0,0.000,10,19140,19160,1909,4.2,5.7
40,4,4,4,24,24,36020,3570,0.0,0.000,10,36020,55020,3570,3.1,3.5
50,4,4,4,24,24,50360,5020,0.0,0.000,10,50360,105280,5020,2.6,2.8
60,4,4,4,24,24,67180,6690,0.0,0.000,10,67180,173920,6690,2.2,2.3
70,4,4,4,24,24,70720,7033,0.0,0.000,10,70720,243420,7033,1.9,2.1
80,4,4,4,24,24,81840,8163,0.0,0.000,10,81840,324980,8163,1.7,1.8
90,4,4,4,24,24,94820,9452,0.0,0.000,10,94820,421280,9452,1.6,1.7
100,4,4,4,24,24,79980,7978,0.0,0.000,10,79980,501060,7978,1.5,1.6
110,4,4,4,24,24,88440,8829,0.0,0.000,10,88440,589040,8829,1.5,1.5
120,4,4,4,24,24,90380,9022,0.0,0.000,10,90380,679560,9022,1.4,1.5
130,4,4,4,24,24,87000,8683,0.0,0.000,10,87000,767520,8683,1.4,1.4
140,4,4,4,24,24,89940,8979,0.0,0.000,10,89940,855300,8979,1.4,1.4
150,4,4,4,24,24,92600,9244,0.0,0.000,10,92600,946420,9244,1.3,1.4
160,4,4,4,24,24,87880,8775,0.0,0.000,10,87880,1034540,8775,1.3,1.3
170,4,4,4,24,24,88100,8788,0.0,0.000,10,88100,1122720,8788,1.3,1.3
180,4,4,4,24,24,79600,7947,0.0,0.000,10,79600,1202680,7947,1.3,1.3
