time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,22,22,0,0,0.0,0.000,0,0,0,0,0.0,0.0
30,4,4,4,22,22,0,0,0.0,0.000,0,0,0,0,0.0,0.0
40,4,4,4,22,22,0,0,0.0,0.000,0,0,0,0,0.0,0.0
50,4,4,4,22,22,0,0,0.0,0.000,0,0,0,0,0.0,0.0
60,4,4,4,22,22,0,0,0.0,0.000,0,0,0,0,0.0,0.0
70,4,4,4,22,22,0,0,0.0,0.000,0,0,0,0,0.0,0.0
80,4,4,4,22,22,0,0,0.0,0.000,0,0,0,0,0.0,0.0
90,4,4,4,22,22,0,0,0.0,0.000,0,0,0,0,0.0,0.0
100,4,4,4,22,22,0,0,0.0,0.000,7,0,0,0,0.0,0.0
110,4,4,4,22,22,1260,125,125.0,125.000,10,1260,0,125,0.0,0.0
120,4,4,4,22,22,2100,209,209.0,209.000,10,2100,20,209,77.1,771.0
130,4,4,4,22,22,0,0,0.0,0.000,10,0,20,0,77.1,771.0
140,4,4,4,22,22,0,0,0.0,0.000,10,0,20,0,77.1,771.0
150,4,1,1,22,22,-2840,-283,-283.0,-283.000,3,-2840,0,-283,0.0,0.0
160,4,4,4,22,22,0,0,0.0,0.000,3,0,0,0,0.0,0.0
170,4,4,4,22,22,-520,-51,-51.0,-51.000,2,-520,0,-51,0.0,0.0
180,4,4,4,22,22,0,0,0.0,0.000,8,0,0,0,0.0,0.0
