time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,45,45,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,2,2,45,45,1560,154,154.0,107.000,1,1080,40,107,655.5,655.5
30,4,2,2,45,45,40,3,3.0,0.000,1,0,40,0,655.5,655.5
40,4,2,2,45,45,0,0,0.0,0.000,1,0,40,0,655.5,655.5
50,4,2,2,45,45,0,0,0.0,0.000,1,0,40,0,655.5,655.5
60,4,2,2,45,45,-800,-79,-79.0,-51.000,1,-520,0,-51,0.0,0.0
70,4,2,2,45,45,1360,135,135.0,47.000,1,480,0,47,0.0,0.0
80,4,2,2,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
90,4,2,2,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
100,4,2,2,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
110,4,2,2,45,45,380,37,37.0,1.000,1,20,20,1,1573.0,1573.0
120,4,2,2,45,45,0,0,0.0,0.000,1,0,20,0,1573.0,1573.0
130,4,2,2,45,45,0,0,0.0,0.000,1,0,20,0,1573.0,1573.0
140,4,2,2,45,45,0,0,0.0,0.000,1,0,20,0,1573.0,1573.0
150,4,2,2,45,45,-380,-37,-37.0,-29.000,1,-300,0,-29,0.0,0.0
160,4,2,2,45,45,1060,105,105.0,11.000,1,120,0,11,0.0,0.0
170,4,2,2,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
180,4,2,2,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
