time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,54,54,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,54,54,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,54,54,25860,2576,0.0,0.000,10,6600,6680,657,11.2,16.0
40,4,4,4,54,54,69220,6718,0.0,0.000,10,17440,23880,1692,7.2,8.5
50,4,4,4,54,54,89980,8859,0.0,0.000,10,22880,45940,2252,5.7,6.5
60,4,4,4,54,54,143840,14164,0.0,0.000,10,36440,81780,3588,4.6,5.1
70,4,4,4,54,54,135240,13416,0.0,0.000,10,34100,115240,3382,4.1,4.6
80,4,4,4,54,54,160060,15893,0.0,0.000,10,39960,155140,3967,3.6,4.0
90,4,4,4,54,54,210040,20953,0.0,0.000,10,53660,207980,5353,3.3,3.5
100,4,4,4,54,54,190920,19021,0.0,0.000,10,48000,255580,4782,3.0,3.3
111,4,4,4,54,54,176800,17641,0.0,0.000,10,44600,299940,4450,2.9,3.1
121,4,4,4,54,54,225500,22451,0.0,0.000,10,57360,356900,5710,2.7,2.9
131,4,4,4,54,54,193860,19326,0.0,0.000,10,48000,404740,4785,2.7,2.8
141,4,4,4,54,54,181240,18075,0.0,0.000,10,46200,450160,4607,2.6,2.7
151,4,4,4,54,54,214640,21408,0.0,0.000,10,54000,503660,5385,2.5,2.6
161,4,4,4,54,54,212700,21219,0.0,0.000,10,52960,557280,5283,2.5,2.6
171,4,4,4,54,54,183060,18256,0.0,0.000,10,46700,602920,4657,2.4,2.5
181,4,4,4,54,54,214000,21335,0.0,0.000,10,53380,656040,5322,2.4,2.5
