time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,18,18,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,18,18,20,1,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,18,18,18860,1882,0.0,0.000,10,4740,4660,473,15.7,18.8
40,4,4,4,18,18,44980,4478,0.0,0.000,10,11460,16040,1141,10.1,11.0
50,4,4,4,18,18,81120,8070,0.0,0.000,10,20200,36080,2009,7.0,7.5
60,4,4,4,18,18,144120,14371,0.0,0.000,10,37060,71960,3695,5.2,5.5
70,4,4,4,18,18,166700,16615,0.0,0.000,10,41140,112920,4100,4.1,4.3
80,4,4,4,18,18,167940,16765,0.0,0.000,10,41880,154860,4180,3.6,3.7
90,4,4,4,18,18,236060,23528,0.0,0.000,10,59200,213800,5900,3.1,3.3
100,4,4,4,18,18,183780,18343,0.0,0.000,10,46100,259560,4601,2.9,3.1
110,4,4,4,18,18,184160,18377,0.0,0.000,10,46540,305920,4644,2.8,2.9
120,4,4,4,18,18,226780,22634,0.0,0.000,10,53940,360480,5383,2.6,2.8
130,4,4,4,18,18,204320,20393,0.0,0.000,10,53200,414080,5309,2.6,2.7
140,4,4,4,18,18,186480,18608,0.0,0.000,10,46760,460480,4666,2.5,2.6
150,4,4,4,18,18,219580,21925,0.0,0.000,10,52180,513500,5210,2.4,2.6
160,4,4,4,18,18,203260,20297,0.0,0.000,10,53540,567080,5346,2.4,2.5
170,4,4,4,18,18,179760,17950,0.0,0.000,10,44720,612340,4465,2.4,2.5
180,4,4,4,18,18,223160,22282,0.0,0.000,10,53060,665780,5298,2.3,2.5
