time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,7,7,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,7,7,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,7,7,7120,710,0.0,0.000,1,1940,1720,193,8.8,8.8
40,4,4,4,7,7,19400,1935,0.0,0.000,1,4860,6480,484,3.6,3.6
50,4,4,4,7,7,34320,3427,0.0,0.000,1,9560,16360,954,2.2,2.2
60,4,4,4,7,7,36900,3685,0.0,0.000,1,7540,24220,753,1.8,1.8
70,4,4,4,7,7,31020,3098,0.0,0.000,1,8200,32200,819,1.6,1.6
80,4,4,4,7,7,36860,3682,0.0,0.000,1,10420,42860,1040,1.5,1.5
90,4,4,4,7,7,36900,3680,0.0,0.000,1,7740,50840,771,1.5,1.5
100,4,4,4,7,7,31420,3138,0.0,0.000,1,7860,58840,785,1.4,1.4
110,4,4,4,7,7,38280,3823,0.0,0.000,1,10900,69600,1088,1.4,1.4
120,4,4,4,7,7,38080,3804,0.0,0.000,1,8360,77640,835,1.3,1.3
130,4,4,4,7,7,31920,3188,0.0,0.000,1,7800,85700,779,1.3,1.3
140,4,4,4,7,7,38200,3815,0.0,0.000,1,10860,96460,1084,1.3,1.3
150,4,4,4,7,7,38400,3835,0.0,0.000,1,7540,104540,753,1.3,1.3
160,4,4,4,7,7,32080,3204,0.0,0.000,1,8080,112640,807,1.3,1.3
170,4,4,4,7,7,37360,3731,0.0,0.000,1,10920,123380,1090,1.2,1.2
180,4,4,4,7,7,37660,3758,0.0,0.000,1,8260,131520,824,1.2,1.2
