time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,16,16,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,16,16,20760,2054,0.0,0.000,10,7760,0,767,0.0,0.0
30,4,4,4,16,16,46620,4651,0.0,0.000,10,12540,10960,1251,9991.4,13048.1
40,4,4,4,16,16,56000,5583,0.0,0.000,10,15840,26060,1579,7814.1,10518.8
50,4,4,4,16,16,130700,13038,0.0,0.000,10,29280,54280,2920,5687.8,6275.5
60,4,4,4,16,16,442300,44080,0.0,0.000,10,114800,169520,11441,2556.2,3058.5
70,4,4,4,16,16,481740,48049,0.0,0.000,10,116280,284980,11597,1852.2,2026.7
80,4,4,4,16,16,484980,48348,0.0,0.000,10,118820,405260,11845,1526.7,1643.8
90,4,4,4,16,16,532340,53006,0.0,0.000,10,138160,542940,13756,1350.5,1459.0
100,4,4,4,16,16,511660,51038,0.0,0.000,10,126860,670580,12654,1236.7,1321.5
110,4,4,4,16,16,441520,44002,0.0,0.000,10,107560,778680,10719,1181.5,1261.4
120,4,4,4,16,16,589800,58891,0.0,0.000,10,149060,929080,14883,1114.9,1207.9
130,4,4,4,16,16,544960,54322,0.0,0.000,10,132160,1059320,13173,1068.0,1133.7
140,4,4,4,16,16,429920,42914,0.0,0.000,10,108940,1169460,10874,1045.4,1112.0
150,4,4,4,16,16,605360,60397,0.0,0.000,10,154820,1322440,15446,1011.7,1087.2
160,4,4,4,16,16,538100,53649,0.0,0.000,10,129920,1452540,12953,987.3,1051.8
170,4,4,4,16,16,480860,48013,0.0,0.000,10,123440,1574380,12325,968.6,1031.4
180,4,4,4,16,16,557720,55638,0.0,0.000,10,141820,1718160,14148,954.7,1024.7
