time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,52,52,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,52,52,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,52,52,40,3,3.0,3.000,10,40,20,3,108.9,1089.0
40,4,4,4,52,52,0,0,0.0,0.000,10,0,20,0,108.9,1089.0
50,4,4,4,52,52,0,0,0.0,0.000,10,0,20,0,108.9,1089.0
60,4,4,4,52,52,0,0,0.0,0.000,10,0,20,0,108.9,1089.0
70,4,4,4,52,52,0,0,0.0,0.000,10,0,20,0,108.9,1089.0
80,4,4,4,52,52,380,37,37.0,7.000,10,80,100,7,159.3,1089.0
90,4,4,4,52,52,0,0,0.0,0.000,10,0,100,0,159.3,1089.0
100,4,4,4,52,52,0,0,0.0,0.000,10,0,100,0,159.3,1089.0
110,4,4,4,52,52,0,0,0.0,0.000,10,0,100,0,159.3,1089.0
120,4,4,4,52,52,-100,-9,-9.0,0.000,10,0,100,0,159.3,1089.0
130,4,4,4,52,52,0,0,0.0,0.000,10,0,100,0,159.3,1089.0
140,4,4,4,52,52,1260,125,125.0,31.000,10,320,400,31,141.0,442.0
150,4,4,4,52,52,2780,275,275.0,65.000,10,660,1160,65,99.0,204.4
160,4,4,4,52,52,2840,281,281.0,67.000,10,680,1820,67,90.7,168.0
170,4,4,4,52,52,2180,217,217.0,49.000,10,500,2500,49,83.5,150.1
180,4,4,4,52,52,2300,228,228.0,65.000,10,660,3140,65,105.7,140.2
