time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,15,15,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,15,15,1140,113,0.0,0.000,1,1140,320,113,19.9,19.9
30,4,4,4,15,15,31100,3103,0.0,0.000,1,31100,32200,3103,305.3,305.3
40,4,4,4,15,15,44200,4412,0.0,0.000,1,44200,75620,4412,133.0,133.0
50,4,4,4,15,15,147880,14749,0.0,0.000,1,147880,221800,14749,57.6,57.6
60,4,4,4,15,15,354380,35335,0.0,0.000,1,354380,574040,35335,29.6,29.6
70,4,4,4,15,15,518980,51711,0.0,0.000,1,518980,1091940,51711,21.2,21.2
80,4,4,4,15,15,398620,39790,0.0,0.000,1,398620,1488760,39790,18.7,18.7
90,4,4,4,15,15,403460,40169,0.0,0.000,1,403460,1889860,40169,17.1,17.1
100,4,4,4,15,15,523520,52096,0.0,0.000,1,523520,2414360,52096,16.0,16.0
110,4,4,4,15,15,394900,39383,0.0,0.000,1,394900,2809720,39383,15.3,15.3
120,4,4,4,15,15,417520,41618,0.0,0.000,1,417520,3225920,41618,14.7,14.7
130,4,4,4,15,15,523980,52194,0.0,0.000,1,523980,3750160,52194,14.2,14.2
140,4,4,4,15,15,424300,42341,0.0,0.000,1,424300,4172800,42341,13.9,13.9
150,4,4,4,15,15,418220,41746,0.0,0.000,1,418220,4590780,41746,13.6,13.6
160,4,4,4,15,15,513780,51295,0.0,0.000,1,513780,5105420,51295,13.6,13.6
170,4,4,4,15,15,397200,39660,0.0,0.000,1,397200,5499060,39660,13.6,13.6
180,4,4,4,15,15,398280,39748,0.0,0.000,1,398280,5900060,39748,13.4,13.4
