time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,43,43,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,2,2,43,43,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,2,2,43,43,0,0,0.0,0.000,1,0,0,0,0.0,0.0
40,4,2,2,43,43,440,43,43.0,1.000,1,20,60,1,6.0,6.0
50,4,2,2,43,43,2660,265,265.0,71.000,1,720,780,71,13.6,13.6
60,4,2,2,43,43,1780,177,177.0,39.000,1,400,1340,39,14.5,14.5
70,4,2,2,43,43,2820,281,281.0,61.000,1,620,1900,61,14.3,14.3
80,4,2,2,43,43,3140,313,313.0,81.000,1,820,2660,81,14.5,14.5
90,4,2,2,43,43,2160,215,215.0,55.000,1,560,3240,55,14.7,14.7
100,4,2,2,43,43,2840,283,283.0,71.000,1,720,3840,71,14.9,14.9
110,4,2,2,43,43,2760,275,275.0,85.000,1,860,4600,85,14.6,14.6
120,4,2,2,43,43,2600,259,259.0,65.000,1,660,5200,65,14.8,14.8
130,4,2,2,43,43,2840,283,283.0,71.000,1,720,5800,71,14.6,14.6
140,4,2,2,43,43,3040,303,303.0,71.000,1,720,6580,71,14.5,14.5
150,4,2,2,43,43,2340,233,233.0,69.000,1,700,7160,69,14.6,14.6
160,4,2,2,43,43,2880,287,287.0,49.000,1,500,7740,49,14.5,14.5
170,4,2,2,43,43,3060,305,305.0,91.000,1,920,8520,91,14.5,14.5
180,4,2,2,43,43,2560,255,255.0,69.000,1,700,9120,69,14.6,14.6
