time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,15,15,1260,125,0.0,0.000,1,1260,1280,125,1.8,1.8
20,4,2,2,15,15,7620,754,0.0,0.000,1,7620,8940,754,1.2,1.2
30,4,2,2,15,15,8320,830,0.0,0.000,1,8320,17040,830,1.2,1.2
40,4,2,2,15,15,11200,1118,0.0,0.000,1,11200,27840,1118,1.1,1.1
50,4,2,2,15,15,8280,826,0.0,0.000,1,8280,36000,826,1.1,1.1
60,4,2,2,15,15,8080,807,0.0,0.000,1,8080,44180,807,1.1,1.1
70,4,2,2,15,15,10780,1076,0.0,0.000,1,10780,55080,1076,1.1,1.1
80,4,2,2,15,15,8040,802,0.0,0.000,1,8040,63220,802,1.1,1.1
90,4,2,2,15,15,7860,784,0.0,0.000,1,7860,71400,784,1.1,1.1
100,4,2,2,15,15,11080,1107,0.0,0.000,1,11080,82300,1107,1.1,1.1
110,4,2,2,15,15,7860,785,0.0,0.000,1,7860,90480,785,1.1,1.1
120,4,2,2,15,15,8340,833,0.0,0.000,1,8340,98640,833,1.1,1.1
130,4,2,2,15,15,9880,986,0.0,0.000,1,9880,109540,986,1.1,1.1
140,4,2,2,15,15,7440,743,0.0,0.000,1,7440,117740,743,1.1,1.1
150,4,2,2,15,15,8280,826,0.0,0.000,1,8280,125940,826,1.1,1.1
160,4,2,2,15,15,10600,1058,0.0,0.000,1,10600,136900,1058,1.1,1.1
170,4,2,2,15,15,7980,797,0.0,0.000,1,7980,145100,797,1.1,1.1
180,4,2,2,15,15,8600,859,0.0,0.000,1,8600,153340,859,1.1,1.1
