time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,15,15,18200,1818,0.0,0.000,1,18200,18080,1818,127.9,127.9
20,4,2,2,15,15,94060,9262,0.0,0.000,1,94060,112560,9262,31.6,31.6
30,4,2,2,15,15,388880,38763,0.0,0.000,1,388880,498480,38763,14.4,14.4
40,4,2,2,15,15,579420,57797,0.0,0.000,1,579420,1080540,57797,10.6,10.6
50,4,2,2,15,15,481160,48024,0.0,0.000,1,481160,1562460,48024,9.8,9.8
60,4,2,2,15,15,469860,46915,0.0,0.000,1,469860,2032840,46915,9.1,9.1
70,4,2,2,15,15,459060,45846,0.0,0.000,1,459060,2490700,45846,9.0,9.0
80,4,2,2,15,15,629300,62704,0.0,0.000,1,629300,3116960,62704,8.7,8.7
90,4,2,2,15,15,484980,48357,0.0,0.000,1,484980,3600500,48357,8.6,8.6
100,4,2,2,15,15,474080,47318,0.0,0.000,1,474080,4074700,47318,8.4,8.4
110,4,2,2,15,15,634900,63388,0.0,0.000,1,634900,4709380,63388,8.3,8.3
120,4,2,2,15,15,480000,47932,0.0,0.000,1,480000,5187800,47932,8.2,8.2
130,4,2,2,15,15,487220,48585,0.0,0.000,1,487220,5675120,48585,8.1,8.1
140,4,2,2,15,15,630700,62918,0.0,0.000,1,630700,6304680,62918,8.1,8.1
150,4,2,2,15,15,483100,48242,0.0,0.000,1,483100,6787700,48242,8.0,8.0
160,4,2,2,15,15,462800,46215,0.0,0.000,1,462800,7252100,46215,8.0,8.0
170,4,2,2,15,15,628720,62765,0.0,0.000,1,628720,7879380,62765,7.9,7.9
180,4,2,2,15,15,458300,45752,0.0,0.000,1,458300,8336520,45752,7.9,7.9
