time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,18,18,0,0,0.0,0.000,10,0,0,0,0.0,0.0
20,4,2,2,18,18,12880,1281,0.0,0.000,10,3340,3400,332,7.6,12.4
30,4,2,2,18,18,129000,12829,0.0,0.000,10,31740,35280,3156,3.3,3.6
40,4,2,2,18,18,281860,28132,0.0,0.000,10,68460,103960,6833,2.2,2.4
50,4,2,2,18,18,325920,32543,0.0,0.000,10,83540,187940,8341,1.7,1.9
60,4,2,2,18,18,306320,30589,0.0,0.000,10,76300,264340,7619,1.6,1.7
70,4,2,2,18,18,371060,37054,0.0,0.000,10,90580,353840,9045,1.5,1.6
80,4,2,2,18,18,344440,34399,0.0,0.000,10,89200,442580,8908,1.4,1.5
90,4,2,2,18,18,302640,30185,0.0,0.000,10,76520,518700,7632,1.4,1.5
100,4,2,2,18,18,370040,36955,0.0,0.000,10,91560,608080,9144,1.3,1.4
110,4,2,2,18,18,343240,34269,0.0,0.000,10,88920,697080,8877,1.3,1.4
120,4,2,2,18,18,303820,30342,0.0,0.000,10,76220,773080,7612,1.3,1.4
130,4,2,2,18,18,368760,36828,0.0,0.000,10,90240,862800,9012,1.3,1.4
140,4,2,2,18,18,338500,33792,0.0,0.000,10,87600,950260,8745,1.3,1.4
150,4,2,2,18,18,306940,30660,0.0,0.000,10,76640,1026560,7655,1.3,1.4
160,4,2,2,18,18,300580,30024,0.0,0.000,10,74440,1102460,7435,1.3,1.3
170,4,2,2,18,18,405580,40485,0.0,0.000,10,102180,1204940,10199,1.3,1.3
180,4,2,2,18,18,305840,30547,0.0,0.000,10,76480,1282000,7638,1.3,1.3
