time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,52,52,5020,501,0.0,0.000,5,1040,1240,103,7.6,9.7
20,4,2,2,52,52,135820,13214,0.0,0.000,10,35160,34940,3420,3.3,4.3
30,4,2,2,52,52,204020,20226,0.0,0.000,10,51820,85960,5137,2.4,2.8
40,4,2,2,52,52,265300,26453,0.0,0.000,10,65820,152520,6562,2.0,2.2
50,4,2,2,52,52,382160,38116,0.0,0.000,10,96660,247160,9640,1.7,1.8
60,4,2,2,52,52,299320,29839,0.0,0.000,10,74860,321600,7462,1.6,1.7
70,4,2,2,52,52,297680,29702,0.0,0.000,10,76080,395800,7591,1.5,1.6
80,4,2,2,52,52,399800,39892,0.0,0.000,10,99420,495800,9920,1.4,1.5
90,4,2,2,52,52,298520,29741,0.0,0.000,10,75120,570760,7484,1.4,1.5
100,4,2,2,52,52,300920,30034,0.0,0.000,10,76020,645760,7587,1.4,1.4
110,4,2,2,52,52,407300,40640,0.0,0.000,10,102420,746800,10219,1.4,1.4
120,4,2,2,52,52,299060,29828,0.0,0.000,10,74720,822380,7452,1.3,1.4
130,4,2,2,52,52,300740,29942,0.0,0.000,10,74080,897500,7375,1.3,1.4
140,4,2,2,52,52,403720,40283,0.0,0.000,10,100940,998380,10071,1.3,1.4
150,4,2,2,52,52,301120,30057,0.0,0.000,10,75720,1073900,7558,1.3,1.3
160,4,2,2,52,52,302220,30161,0.0,0.000,10,76260,1149660,7610,1.3,1.3
170,4,2,2,52,52,408160,40734,0.0,0.000,10,101780,1251140,10157,1.3,1.3
180,4,2,2,52,52,303720,30311,0.0,0.000,10,75520,1326340,7536,1.3,1.3
