time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,52,52,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,52,52,13800,1366,0.0,0.000,10,3560,3540,352,14.3,17.2
30,4,4,4,52,52,69560,6787,0.0,0.000,10,17560,21380,1713,7.0,7.6
40,4,4,4,52,52,105160,10367,0.0,0.000,10,25780,47460,2541,5.4,6.0
50,4,4,4,52,52,100600,9980,0.0,0.000,10,25020,72800,2482,4.8,5.3
60,4,4,4,52,52,151240,14959,0.0,0.000,10,38520,110700,3810,4.1,4.4
70,4,4,4,52,52,187820,18653,0.0,0.000,10,47040,157400,4671,3.6,3.8
80,4,4,4,52,52,172340,17126,0.0,0.000,10,42420,200960,4215,3.2,3.4
90,4,4,4,52,52,213460,21288,0.0,0.000,10,54960,254840,5481,3.0,3.1
100,4,4,4,52,52,211280,21073,0.0,0.000,10,52800,306660,5266,2.8,2.9
110,4,4,4,52,52,180960,18056,0.0,0.000,10,45620,352020,4551,2.7,2.8
120,4,4,4,52,52,215120,21443,0.0,0.000,10,53860,406140,5368,2.6,2.7
130,4,4,4,52,52,208640,20789,0.0,0.000,10,50400,457020,5021,2.5,2.6
140,4,4,4,52,52,185200,18468,0.0,0.000,10,47560,503020,4742,2.5,2.6
151,4,4,4,52,52,218440,21785,0.0,0.000,10,55260,558060,5511,2.4,2.5
161,4,4,4,52,52,214980,21446,0.0,0.000,10,52700,610620,5257,2.4,2.5
171,4,4,4,52,52,184400,18390,0.0,0.000,10,47020,656980,4689,2.4,2.4
181,4,4,4,52,52,201160,20067,0.0,0.000,10,50260,707740,5013,2.3,2.4
