time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,4,4,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,2,2,4,4,8620,856,0.0,0.000,1,8620,8460,856,1.2,1.2
30,4,2,2,4,4,8140,813,0.0,0.000,1,8140,16540,813,1.1,1.1
40,4,2,2,4,4,8200,819,0.0,0.000,1,8200,24700,819,1.1,1.1
50,4,2,2,4,4,10680,1066,0.0,0.000,1,10680,35520,1066,1.1,1.1
60,4,2,2,4,4,8160,815,0.0,0.000,1,8160,43720,815,1.1,1.1
70,4,2,2,4,4,8220,821,0.0,0.000,1,8220,51960,821,1.1,1.1
80,4,2,2,4,4,10880,1087,0.0,0.000,1,10880,62960,1087,1.1,1.1
90,4,2,2,4,4,8120,810,0.0,0.000,1,8120,71180,810,1.1,1.1
100,4,2,2,4,4,8660,865,0.0,0.000,1,8660,79420,865,1.1,1.1
110,4,2,2,4,4,11280,1126,0.0,0.000,1,11280,90400,1126,1.1,1.1
120,4,2,2,4,4,8140,813,0.0,0.000,1,8140,98640,813,1.1,1.1
130,4,2,2,4,4,7940,793,0.0,0.000,1,7940,106860,793,1.1,1.1
140,4,2,2,4,4,11600,1159,0.0,0.000,1,11600,117860,1159,1.1,1.1
150,4,2,2,4,4,8100,808,0.0,0.000,1,8100,126100,808,1.1,1.1
160,4,2,2,4,4,8520,851,0.0,0.000,1,8520,134360,851,1.1,1.1
170,4,2,2,4,4,11460,1144,0.0,0.000,1,11460,145380,1144,1.1,1.1
180,4,2,2,4,4,8280,827,0.0,0.000,1,8280,153620,827,1.1,1.1
