time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,9,9,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,9,9,20,1,1.0,1.000,1,20,0,1,0.0,0.0
30,4,4,4,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
40,4,4,4,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
50,4,4,4,9,9,1420,141,141.0,27.000,1,280,340,27,20.9,20.9
60,4,4,4,9,9,2220,221,221.0,69.000,1,700,960,69,20.9,20.9
70,4,4,4,9,9,1860,185,185.0,53.000,1,540,1440,53,20.3,20.3
80,4,4,4,9,9,2240,223,223.0,55.000,1,560,1900,55,19.8,19.8
90,4,4,4,9,9,2500,249,249.0,61.000,1,620,2520,61,19.4,19.4
100,4,4,4,9,9,1700,169,169.0,35.000,1,360,2980,35,19.6,19.6
110,4,4,4,9,9,2020,201,201.0,39.000,1,400,3420,39,19.6,19.6
120,4,4,4,9,9,1980,197,197.0,55.000,1,560,4060,55,19.6,19.6
130,4,4,4,9,9,2000,199,199.0,49.000,1,500,4500,49,19.4,19.4
140,4,4,4,9,9,1900,189,189.0,47.000,1,480,4960,47,19.3,19.3
150,4,4,4,9,9,2260,225,225.0,49.000,1,500,5440,49,19.3,19.3
160,4,4,4,9,9,2160,215,215.0,57.000,1,580,6060,57,19.4,19.4
170,4,4,4,9,9,2060,205,205.0,41.000,1,420,6520,41,19.2,19.2
180,4,4,4,9,9,1920,191,191.0,35.000,1,360,6980,35,19.3,19.3
