time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,4,4,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,4,4,20,1,1.0,1.000,1,20,0,1,0.0,0.0
30,4,4,4,4,4,940,93,93.0,93.000,1,940,960,93,8.3,8.3
40,4,4,4,4,4,1660,165,165.0,165.000,1,1660,2600,165,6.3,6.3
50,4,4,4,4,4,1680,167,167.0,167.000,1,1680,4240,167,6.0,6.0
60,4,4,4,4,4,2140,213,213.0,213.000,1,2140,6500,213,5.7,5.7
70,4,4,4,4,4,1660,165,165.0,165.000,1,1660,8240,165,5.6,5.6
80,4,4,4,4,4,1560,155,155.0,155.000,1,1560,10000,155,5.5,5.5
90,4,4,4,4,4,2300,229,229.0,229.000,1,2300,12420,229,5.4,5.4
100,4,4,4,4,4,1820,181,181.0,181.000,1,1820,14220,181,5.4,5.4
110,4,4,4,4,4,1740,173,173.0,173.000,1,1740,16020,173,5.3,5.3
120,4,4,4,4,4,2300,229,229.0,229.000,1,2300,18420,229,5.3,5.3
130,4,4,4,4,4,1920,191,191.0,191.000,1,1920,20220,191,5.2,5.2
140,4,4,4,4,4,1960,195,195.0,195.000,1,1960,22080,195,5.2,5.2
150,4,4,4,4,4,2440,243,243.0,243.000,1,2440,24500,243,5.2,5.2
160,4,4,4,4,4,1880,187,187.0,187.000,1,1880,26300,187,5.2,5.2
170,4,4,4,4,4,1880,187,187.0,187.000,1,1880,28120,187,5.1,5.1
180,4,4,4,4,4,2400,239,239.0,239.000,1,2400,30540,239,5.1,5.1
