time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,15,15,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,15,15,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,15,15,460,45,45.0,45.000,10,460,400,45,71.2,190.0
40,4,4,4,15,15,2280,227,227.0,227.000,10,2280,2700,227,57.2,86.3
50,4,4,4,15,15,2420,241,241.0,241.000,10,2420,5120,241,51.1,76.1
60,4,4,4,15,15,3240,323,323.0,323.000,10,3240,8520,323,44.0,69.3
70,4,4,4,15,15,2900,289,289.0,289.000,10,2900,11420,289,43.8,58.3
80,4,4,4,15,15,2680,267,267.0,267.000,10,2680,14040,267,42.4,56.1
90,4,4,4,15,15,3960,394,394.0,394.000,10,3960,17680,394,39.7,52.4
100,4,4,4,15,15,3320,331,331.0,331.000,10,3320,21000,331,38.7,51.1
110,4,4,4,15,15,3460,345,345.0,345.000,10,3460,24280,345,37.8,48.5
120,4,4,4,15,15,3020,301,301.0,301.000,10,3020,27740,301,36.5,46.0
130,4,4,4,15,15,3600,358,358.0,358.000,10,3600,31180,358,36.7,46.4
140,4,4,4,15,15,3420,341,341.0,341.000,10,3420,34660,341,36.1,46.9
150,4,4,4,15,15,4020,401,401.0,401.000,10,4020,38220,401,35.7,45.5
160,4,4,4,15,15,3640,363,363.0,363.000,10,3640,41680,363,35.2,45.1
170,4,4,4,15,15,3620,361,361.0,361.000,10,3620,45240,361,34.7,43.5
180,4,4,4,15,15,4040,403,403.0,403.000,10,4040,49020,403,34.5,43.4
