time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,54,54,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,54,54,20,1,0.0,0.000,10,20,20,1,7.9,79.0
30,4,4,4,54,54,23860,2377,0.0,0.000,10,6140,6060,611,10.7,12.9
40,4,4,4,54,54,69460,6827,0.0,0.000,10,17440,23180,1714,7.0,7.6
50,4,4,4,54,54,98700,9710,0.0,0.000,10,25180,48140,2477,5.6,6.0
60,4,4,4,54,54,119520,11784,0.0,0.000,10,30240,78140,2981,4.7,4.9
70,4,4,4,54,54,132760,13151,0.0,0.000,10,33400,110660,3308,4.2,4.4
80,4,4,4,54,54,172440,17154,0.0,0.000,10,43520,153960,4329,3.7,3.9
90,4,4,4,54,54,183940,18340,0.0,0.000,10,46080,200480,4594,3.3,3.4
100,4,4,4,54,54,185480,18492,0.0,0.000,10,46280,246940,4614,3.1,3.2
110,4,4,4,54,54,206600,20596,0.0,0.000,10,51680,298920,5152,2.9,2.9
120,4,4,4,54,54,194160,19359,0.0,0.000,10,47620,347620,4748,2.8,2.8
130,4,4,4,54,54,193660,19306,0.0,0.000,10,47820,395540,4767,2.7,2.7
140,4,4,4,54,54,207900,20703,0.0,0.000,10,52360,447320,5214,2.6,2.6
151,4,4,4,54,54,198360,19778,0.0,0.000,10,49260,497180,4911,2.5,2.6
161,4,4,4,54,54,198020,19752,0.0,0.000,10,49200,545300,4907,2.5,2.5
171,4,4,4,54,54,210020,20930,0.0,0.000,10,52540,597820,5236,2.4,2.5
181,4,4,4,54,54,197620,19702,0.0,0.000,10,49840,647460,4969,2.4,2.5
