time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,6,6,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,6,6,3940,393,0.0,0.000,1,3940,3960,393,1.7,1.7
40,4,4,4,6,6,7180,716,0.0,0.000,1,7180,11280,716,1.4,1.4
50,4,4,4,6,6,7900,789,0.0,0.000,1,7900,19020,789,1.3,1.3
60,4,4,4,6,6,10660,1063,0.0,0.000,1,10660,29580,1063,1.2,1.2
70,4,4,4,6,6,8180,817,0.0,0.000,1,8180,37680,817,1.2,1.2
80,4,4,4,6,6,7780,777,0.0,0.000,1,7780,45780,777,1.2,1.2
90,4,4,4,6,6,10920,1089,0.0,0.000,1,10920,56560,1089,1.2,1.2
100,4,4,4,6,6,8080,807,0.0,0.000,1,8080,64680,807,1.2,1.2
110,4,4,4,6,6,8680,867,0.0,0.000,1,8680,72860,867,1.2,1.2
120,4,4,4,6,6,10680,1067,0.0,0.000,1,10680,83740,1067,1.2,1.2
130,4,4,4,6,6,8360,834,0.0,0.000,1,8360,91860,834,1.2,1.2
140,4,4,4,6,6,8280,827,0.0,0.000,1,8280,100020,827,1.1,1.1
150,4,4,4,6,6,10880,1086,0.0,0.000,1,10880,110920,1086,1.1,1.1
160,4,4,4,6,6,8240,823,0.0,0.000,1,8240,119120,823,1.1,1.1
170,4,4,4,6,6,7780,777,0.0,0.000,1,7780,127340,777,1.1,1.1
180,4,4,4,6,6,8240,823,0.0,0.000,1,8240,135540,823,1.1,1.1
