time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,43,43,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,43,43,15680,1547,0.0,0.000,1,4140,3660,408,125.3,125.3
30,4,4,4,43,43,94660,9059,0.0,0.000,1,24200,27640,2316,145.6,145.6
40,4,4,4,43,43,109400,10776,0.0,0.000,1,27200,54840,2679,129.0,129.0
50,4,4,4,43,43,205020,20280,0.0,0.000,1,50860,105600,5031,92.3,92.3
60,4,4,4,43,43,487560,48187,0.0,0.000,1,120560,227020,11915,83.0,83.0
71,4,4,4,43,43,433380,43002,0.0,0.000,1,108540,335120,10769,77.9,77.9
81,4,4,4,43,43,444220,44170,0.0,0.000,1,111780,446820,11114,75.7,75.7
91,4,4,4,43,43,567960,56322,0.0,0.000,1,147040,595080,14581,73.5,73.5
101,4,4,4,43,43,470660,46799,0.0,0.000,1,111420,706620,11078,72.5,72.5
111,4,4,4,43,43,453500,45191,0.0,0.000,1,115720,819420,11531,71.4,71.4
121,4,4,4,43,43,566100,56266,0.0,0.000,1,147840,968100,14694,70.9,70.9
131,4,4,4,43,43,464480,46175,0.0,0.000,1,109380,1077700,10873,70.4,70.4
141,4,4,4,43,43,435280,43354,0.0,0.000,1,108720,1186640,10828,70.4,70.4
151,4,4,4,43,43,567000,56283,0.0,0.000,1,147960,1335060,14687,70.1,70.1
161,4,4,4,43,43,470920,46764,0.0,0.000,1,111600,1445640,11082,70.2,70.2
171,4,4,4,43,43,457680,45572,0.0,0.000,1,115020,1560140,11452,70.1,70.1
181,4,4,4,43,43,525220,52245,0.0,0.000,1,146680,1706180,14590,70.0,70.0
