time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,15,15,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,15,15,20,1,1.0,1.000,1,20,20,1,18.0,18.0
30,4,4,4,15,15,0,0,0.0,0.000,1,0,20,0,18.0,18.0
40,4,4,4,15,15,0,0,0.0,0.000,1,0,20,0,18.0,18.0
50,4,4,4,15,15,900,89,89.0,89.000,1,900,880,89,9.0,9.0
60,4,4,4,15,15,1680,167,167.0,167.000,1,1680,2580,167,8.3,8.3
70,4,4,4,15,15,1420,141,141.0,141.000,1,1420,3840,141,7.7,7.7
80,4,4,4,15,15,1300,129,129.0,129.000,1,1300,5120,129,7.3,7.3
90,4,4,4,15,15,1660,165,165.0,165.000,1,1660,6800,165,7.3,7.3
100,4,4,4,15,15,1240,123,123.0,123.000,1,1240,8080,123,7.3,7.3
110,4,4,4,15,15,1500,149,149.0,149.000,1,1500,9420,149,7.1,7.1
120,4,4,4,15,15,1700,169,169.0,169.000,1,1700,11220,169,6.9,6.9
130,4,4,4,15,15,1360,135,135.0,135.000,1,1360,12520,135,6.9,6.9
140,4,4,4,15,15,1360,135,135.0,135.000,1,1360,13860,135,7.0,7.0
150,4,4,4,15,15,1440,143,143.0,143.000,1,1440,15580,143,7.0,7.0
160,4,4,4,15,15,1440,143,143.0,143.000,1,1440,16880,143,7.0,7.0
170,4,4,4,15,15,1200,119,119.0,119.000,1,1200,18220,119,6.9,6.9
180,4,4,4,15,15,1600,159,159.0,159.000,1,1600,19960,159,7.0,7.0
