time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,43,43,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,2,2,43,43,1660,165,0.0,0.000,1,440,480,43,2.9,2.9
30,4,2,2,43,43,27060,2694,0.0,0.000,1,6860,7280,682,1.4,1.4
40,4,2,2,43,43,35540,3545,0.0,0.000,1,7760,15300,774,1.3,1.3
50,4,2,2,43,43,37980,3791,0.0,0.000,1,10320,25900,1030,1.2,1.2
60,4,2,2,43,43,33560,3350,0.0,0.000,1,8120,34000,810,1.2,1.2
70,4,2,2,43,43,35940,3586,0.0,0.000,1,7700,42100,768,1.2,1.2
80,4,2,2,43,43,38720,3865,0.0,0.000,1,10960,52980,1094,1.2,1.2
90,4,2,2,43,43,32840,3274,0.0,0.000,1,8280,61140,825,1.2,1.2
100,4,2,2,43,43,31740,3169,0.0,0.000,1,7600,69340,758,1.1,1.1
110,4,2,2,43,43,44340,4425,0.0,0.000,1,11500,80260,1147,1.1,1.1
120,4,2,2,43,43,33180,3312,0.0,0.000,1,8140,88480,812,1.1,1.1
130,4,2,2,43,43,32120,3205,0.0,0.000,1,7940,96680,792,1.1,1.1
140,4,2,2,43,43,43380,4331,0.0,0.000,1,10840,107640,1082,1.1,1.1
150,4,2,2,43,43,32260,3219,0.0,0.000,1,7600,115820,758,1.1,1.1
160,4,2,2,43,43,32680,3263,0.0,0.000,1,8260,124060,824,1.1,1.1
170,4,2,2,43,43,44560,4449,0.0,0.000,1,11300,135040,1128,1.1,1.1
180,4,2,2,43,43,33480,3342,0.0,0.000,1,7960,143300,794,1.1,1.1
