time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,13,13,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,13,13,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,13,13,1000,99,99.0,99.000,1,1000,140,99,859.6,859.6
40,4,4,4,13,13,0,0,0.0,0.000,1,0,140,0,859.6,859.6
50,4,4,4,13,13,0,0,0.0,0.000,1,0,140,0,859.6,859.6
60,4,4,4,13,13,0,0,0.0,0.000,1,0,140,0,859.6,859.6
70,4,4,4,13,13,-80,-7,-7.0,-7.000,1,-80,80,-7,606.0,606.0
80,4,4,4,13,13,2540,252,252.0,252.000,1,2540,2620,252,2161.6,2161.6
90,4,4,4,13,13,3840,382,382.0,382.000,1,3840,6160,382,1935.2,1935.2
100,4,4,4,13,13,3700,368,368.0,368.000,1,3700,9720,368,1848.3,1848.3
110,4,4,4,13,13,4700,469,469.0,469.000,1,4700,14440,469,1787.3,1787.3
120,4,4,4,13,13,3240,323,323.0,323.000,1,3240,17880,323,1768.2,1768.2
130,4,4,4,13,13,3560,355,355.0,355.000,1,3560,21400,355,1772.3,1772.3
140,4,4,4,13,13,5620,561,561.0,561.000,1,5620,26720,561,1709.9,1709.9
150,4,4,4,13,13,4320,429,429.0,429.000,1,4320,30760,429,1675.7,1675.7
160,4,4,4,13,13,3920,391,391.0,391.000,1,3920,34760,391,1654.7,1654.7
170,4,4,4,13,13,5660,564,564.0,564.000,1,5660,40400,564,1623.2,1623.2
180,4,4,4,13,13,4000,399,399.0,399.000,1,4000,44320,399,1614.6,1614.6
