time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,43,43,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,43,43,18940,1884,0.0,0.000,1,3500,3700,348,684.2,684.2
30,4,4,4,43,43,92880,8994,0.0,0.000,1,23240,25900,2250,303.3,303.3
40,4,4,4,43,43,129200,12809,0.0,0.000,1,30400,57340,3014,164.1,164.1
50,4,4,4,43,43,284200,28306,0.0,0.000,1,68520,124960,6824,127.2,127.2
60,4,4,4,43,43,516140,51007,0.0,0.000,1,136280,260360,13467,96.4,96.4
70,4,4,4,43,43,465340,46288,0.0,0.000,1,109100,369180,10852,87.5,87.5
80,4,4,4,43,43,460200,45632,0.0,0.000,1,113260,484860,11230,81.8,81.8
90,4,4,4,43,43,604740,59786,0.0,0.000,1,157840,641940,15604,77.7,77.7
100,4,4,4,43,43,484160,47941,0.0,0.000,1,114780,757680,11365,76.4,76.4
111,4,4,4,43,43,473960,47005,0.0,0.000,1,118620,875100,11764,75.0,75.0
121,4,4,4,43,43,621980,61851,0.0,0.000,1,161700,1038400,16079,73.6,73.6
131,4,4,4,43,43,462300,45894,0.0,0.000,1,106300,1146100,10552,73.2,73.2
141,4,4,4,43,43,466400,46311,0.0,0.000,1,114500,1260900,11369,72.7,72.7
151,4,4,4,43,43,518320,51651,0.0,0.000,1,142760,1403180,14226,72.1,72.1
161,4,4,4,43,43,504520,50056,0.0,0.000,1,112020,1515400,11114,71.8,71.8
171,4,4,4,43,43,437620,43518,0.0,0.000,1,110660,1625940,11004,71.3,71.3
181,4,4,4,43,43,578580,57478,0.0,0.000,1,157660,1783040,15662,70.7,70.7
