time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,6,6,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,6,6,3580,357,0.0,0.000,1,3580,3520,357,57.9,57.9
40,4,4,4,6,6,7560,754,0.0,0.000,1,7560,10820,754,19.7,19.7
50,4,4,4,6,6,7280,727,0.0,0.000,1,7280,18600,727,11.9,11.9
60,4,4,4,6,6,11060,1104,0.0,0.000,1,11060,29140,1104,8.0,8.0
70,4,4,4,6,6,8100,809,0.0,0.000,1,8100,37160,809,6.5,6.5
80,4,4,4,6,6,8040,803,0.0,0.000,1,8040,45300,803,5.5,5.5
90,4,4,4,6,6,10760,1073,0.0,0.000,1,10760,56120,1073,4.7,4.7
100,4,4,4,6,6,8040,803,0.0,0.000,1,8040,64240,803,4.2,4.2
110,4,4,4,6,6,8260,825,0.0,0.000,1,8260,72440,825,3.9,3.9
120,4,4,4,6,6,10820,1081,0.0,0.000,1,10820,83300,1081,3.5,3.5
130,4,4,4,6,6,7860,784,0.0,0.000,1,7860,91440,784,3.3,3.3
140,4,4,4,6,6,8400,838,0.0,0.000,1,8400,99600,838,3.1,3.1
150,4,4,4,6,6,11060,1105,0.0,0.000,1,11060,110460,1105,2.9,2.9
160,4,4,4,6,6,8220,821,0.0,0.000,1,8220,118640,821,2.8,2.8
170,4,4,4,6,6,8020,801,0.0,0.000,1,8020,126820,801,2.7,2.7
180,4,4,4,6,6,11140,1112,0.0,0.000,1,11140,137760,1112,2.6,2.6
