time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,9,9,2360,234,0.0,0.000,1,580,560,57,4.0,4.0
30,4,2,2,9,9,28400,2834,0.0,0.000,1,7260,7240,724,1.5,1.5
40,4,2,2,9,9,43160,4311,0.0,0.000,1,10520,17980,1050,1.3,1.3
50,4,2,2,9,9,32200,3216,0.0,0.000,1,7880,26120,787,1.2,1.2
60,4,2,2,9,9,32320,3228,0.0,0.000,1,7960,34360,795,1.2,1.2
70,4,2,2,9,9,42800,4274,0.0,0.000,1,10280,45320,1026,1.2,1.2
80,4,2,2,9,9,33320,3325,0.0,0.000,1,7940,53520,792,1.2,1.2
90,4,2,2,9,9,32920,3284,0.0,0.000,1,8360,61760,834,1.1,1.1
100,4,2,2,9,9,42100,4205,0.0,0.000,1,11540,72740,1152,1.1,1.1
110,4,2,2,9,9,35600,3556,0.0,0.000,1,8140,80960,813,1.1,1.1
120,4,2,2,9,9,33540,3350,0.0,0.000,1,8080,89220,807,1.1,1.1
130,4,2,2,9,9,33280,3324,0.0,0.000,1,8180,97460,817,1.1,1.1
140,4,2,2,9,9,43460,4339,0.0,0.000,1,10760,108440,1074,1.1,1.1
150,4,2,2,9,9,33680,3364,0.0,0.000,1,8280,116700,827,1.1,1.1
160,4,2,2,9,9,33900,3386,0.0,0.000,1,8500,124960,849,1.1,1.1
170,4,2,2,9,9,43280,4323,0.0,0.000,1,11040,135960,1102,1.1,1.1
180,4,2,2,9,9,33460,3342,0.0,0.000,1,8360,144220,835,1.1,1.1
