time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,45,45,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,2,2,45,45,197260,19455,0.0,0.000,1,49160,49280,4848,32.8,32.8
30,4,2,2,45,45,314060,30696,0.0,0.000,1,80260,128300,7844,32.6,32.6
40,4,2,2,45,45,562660,55325,0.0,0.000,1,139600,268520,13726,31.3,31.3
50,4,2,2,45,45,700500,69569,0.0,0.000,1,157880,428040,15679,34.9,34.9
60,4,2,2,45,45,758280,75173,0.0,0.000,1,206020,634120,20424,34.5,34.5
70,4,2,2,45,45,650260,64599,0.0,0.000,1,160240,797380,15918,34.5,34.5
80,4,2,2,45,45,735000,72909,0.0,0.000,1,163740,960740,16242,34.9,34.9
90,4,2,2,45,45,775760,77097,0.0,0.000,1,215420,1175480,21409,35.8,35.8
101,4,2,2,45,45,663800,65807,0.0,0.000,1,168060,1341900,16661,35.9,35.9
111,4,2,2,45,45,655600,65033,0.0,0.000,1,163200,1505160,16188,36.0,36.0
121,4,2,2,45,45,886000,88106,0.0,0.000,1,223620,1727320,22237,36.0,36.0
131,4,2,2,45,45,654640,65073,0.0,0.000,1,163180,1890320,16220,36.1,36.1
141,4,2,2,45,45,654180,65124,0.0,0.000,1,163500,2054980,16276,36.1,36.1
151,4,2,2,45,45,863940,86092,0.0,0.000,1,216420,2271280,21566,35.9,35.9
161,4,2,2,45,45,668740,66600,0.0,0.000,1,167040,2438360,16635,36.1,36.1
171,4,2,2,45,45,665480,66118,0.0,0.000,1,167640,2603960,16655,36.0,36.0
181,4,2,2,45,45,891840,88828,0.0,0.000,1,222040,2826940,22115,36.1,36.1
