time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,9,9,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,9,9,6640,662,0.0,0.000,1,1820,1700,181,4.3,4.3
40,4,4,4,9,9,17080,1703,0.0,0.000,1,4360,5980,434,2.6,2.6
50,4,4,4,9,9,29240,2919,0.0,0.000,1,7160,13320,714,1.8,1.8
60,4,4,4,9,9,41740,4168,0.0,0.000,1,10600,23620,1058,1.5,1.5
70,4,4,4,9,9,31340,3129,0.0,0.000,1,7700,31520,769,1.4,1.4
80,4,4,4,9,9,31200,3116,0.0,0.000,1,7900,39560,789,1.4,1.4
90,4,4,4,9,9,43360,4324,0.0,0.000,1,10820,50320,1079,1.3,1.3
100,4,4,4,9,9,31760,3171,0.0,0.000,1,7600,58320,759,1.3,1.3
110,4,4,4,9,9,32020,3198,0.0,0.000,1,7560,66360,755,1.3,1.3
120,4,4,4,9,9,42380,4232,0.0,0.000,1,10280,77060,1026,1.2,1.2
130,4,4,4,9,9,32500,3244,0.0,0.000,1,7940,85120,792,1.2,1.2
140,4,4,4,9,9,32140,3210,0.0,0.000,1,8140,93180,813,1.2,1.2
150,4,4,4,9,9,43980,4393,0.0,0.000,1,10720,103920,1070,1.2,1.2
160,4,4,4,9,9,32100,3206,0.0,0.000,1,7860,112020,785,1.2,1.2
170,4,4,4,9,9,33220,3318,0.0,0.000,1,8320,120120,831,1.2,1.2
180,4,4,4,9,9,44040,4399,0.0,0.000,1,10660,130920,1064,1.2,1.2
