time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,15,15,11000,1099,0.0,0.000,1,11000,11260,1099,10.4,10.4
20,4,2,2,15,15,113980,11208,0.0,0.000,1,113980,123240,11208,8.3,8.3
30,4,2,2,15,15,385100,38348,0.0,0.000,1,385100,509460,38348,8.3,8.3
40,4,2,2,15,15,472240,47106,0.0,0.000,1,472240,983360,47106,8.1,8.1
50,4,2,2,15,15,672280,67073,0.0,0.000,1,672280,1654600,67073,8.1,8.1
60,4,2,2,15,15,500180,49938,0.0,0.000,1,500180,2151660,49938,8.2,8.2
70,4,2,2,15,15,504600,50359,0.0,0.000,1,504600,2656040,50359,8.2,8.2
80,4,2,2,15,15,681080,67944,0.0,0.000,1,681080,3336440,67944,8.0,8.0
90,4,2,2,15,15,522520,52100,0.0,0.000,1,522520,3859220,52100,8.0,8.0
100,4,2,2,15,15,493920,49318,0.0,0.000,1,493920,4353220,49318,7.9,7.9
110,4,2,2,15,15,666160,66456,0.0,0.000,1,666160,5021700,66456,7.9,7.9
120,4,2,2,15,15,507660,50700,0.0,0.000,1,507660,5531980,50700,7.8,7.8
130,4,2,2,15,15,484220,48354,0.0,0.000,1,484220,6017980,48354,7.8,7.8
140,4,2,2,15,15,651940,65044,0.0,0.000,1,651940,6666300,65044,7.8,7.8
150,4,2,2,15,15,498300,49765,0.0,0.000,1,498300,7165620,49765,7.8,7.8
160,4,2,2,15,15,491460,49087,0.0,0.000,1,491460,7655360,49087,7.8,7.8
170,4,2,2,15,15,659240,65812,0.0,0.000,1,659240,8316820,65812,7.8,7.8
180,4,2,2,15,15,495640,49479,0.0,0.000,1,495640,8812760,49479,7.7,7.7
