time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,15,15,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,15,15,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,15,15,20,1,1.0,1.000,1,20,20,1,10.0,10.0
40,4,4,4,15,15,0,0,0.0,0.000,1,0,20,0,10.0,10.0
50,4,4,4,15,15,1160,115,115.0,115.000,1,1160,1260,115,8.2,8.2
60,4,4,4,15,15,1240,123,123.0,123.000,1,1240,2520,123,7.2,7.2
70,4,4,4,15,15,1220,121,121.0,121.000,1,1220,3760,121,7.1,7.1
80,4,4,4,15,15,1260,125,125.0,125.000,1,1260,5040,125,7.0,7.0
90,4,4,4,15,15,1860,185,185.0,185.000,1,1860,6760,185,7.2,7.2
100,4,4,4,15,15,1300,129,129.0,129.000,1,1300,8020,129,7.3,7.3
110,4,4,4,15,15,1220,121,121.0,121.000,1,1220,9320,121,7.3,7.3
120,4,4,4,15,15,1580,157,157.0,157.000,1,1580,11060,157,7.1,7.1
130,4,4,4,15,15,1400,139,139.0,139.000,1,1400,12380,139,7.1,7.1
140,4,4,4,15,15,1120,111,111.0,111.000,1,1120,13660,111,7.1,7.1
150,4,4,4,15,15,1740,173,173.0,173.000,1,1740,15420,173,7.2,7.2
160,4,4,4,15,15,1300,129,129.0,129.000,1,1300,16720,129,7.1,7.1
170,4,4,4,15,15,1200,119,119.0,119.000,1,1200,18000,119,7.2,7.2
180,4,4,4,15,15,1820,181,181.0,181.000,1,1820,19740,181,7.2,7.2
