time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,13,13,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,13,13,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,2,2,13,13,0,0,0.0,0.000,1,0,0,0,0.0,0.0
40,4,2,2,13,13,200,19,19.0,19.000,1,200,180,19,2.4,2.4
50,4,2,2,13,13,1860,185,185.0,185.000,1,1860,2000,185,7.0,7.0
60,4,2,2,13,13,1420,141,141.0,141.000,1,1420,3380,141,6.9,6.9
70,4,2,2,13,13,1460,145,145.0,145.000,1,1460,4740,145,7.1,7.1
80,4,2,2,13,13,1980,197,197.0,197.000,1,1980,6600,197,7.1,7.1
90,4,2,2,13,13,1320,131,131.0,131.000,1,1320,7980,131,6.9,6.9
100,4,2,2,13,13,1380,137,137.0,137.000,1,1380,9380,137,6.9,6.9
110,4,2,2,13,13,1780,177,177.0,177.000,1,1780,11160,177,6.9,6.9
120,4,2,2,13,13,1560,155,155.0,155.000,1,1560,12580,155,6.8,6.8
130,4,2,2,13,13,1300,129,129.0,129.000,1,1300,14020,129,6.8,6.8
140,4,2,2,13,13,1900,189,189.0,189.000,1,1900,15840,189,6.8,6.8
150,4,2,2,13,13,1440,143,143.0,143.000,1,1440,17220,143,6.7,6.7
160,4,2,2,13,13,1580,157,157.0,157.000,1,1580,18620,157,6.7,6.7
170,4,2,2,13,13,1800,179,179.0,179.000,1,1800,20480,179,6.7,6.7
180,4,2,2,13,13,1280,127,127.0,127.000,1,1280,21820,127,6.6,6.6
