time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,22,22,3180,316,0.0,0.000,10,3180,220,316,11.2,49.4
30,4,4,4,22,22,25640,2557,0.0,0.000,10,25640,19460,2557,3678.1,6025.4
40,4,4,4,22,22,51220,5087,0.0,0.000,10,51220,70640,5087,2534.5,3241.2
50,4,4,4,22,22,40860,4070,0.0,0.000,10,40860,112000,4070,2504.5,3225.0
60,4,4,4,22,22,93920,9350,0.0,0.000,10,93920,206080,9350,1922.1,2281.1
70,4,4,4,22,22,187720,18704,0.0,0.000,10,187720,396060,18704,1247.9,1522.1
80,4,4,4,22,22,209740,20919,0.0,0.000,10,209740,606520,20919,967.2,1228.3
90,4,4,4,22,22,351820,35052,0.0,0.000,10,351820,958900,35052,737.3,954.0
100,4,4,4,22,22,316800,31566,0.0,0.000,10,316800,1275020,31566,626.4,730.0
110,4,4,4,22,22,324240,32362,0.0,0.000,10,324240,1597240,32362,556.6,645.7
120,4,4,4,22,22,371800,37094,0.0,0.000,10,371800,1967620,37094,510.2,587.8
130,4,4,4,22,22,346160,34498,0.0,0.000,10,346160,2315140,34498,476.0,535.4
140,4,4,4,22,22,323080,32237,0.0,0.000,10,323080,2636620,32237,452.6,508.2
150,4,4,4,22,22,368080,36697,0.0,0.000,10,368080,3006100,36697,434.1,482.6
160,4,4,4,22,22,309300,30828,0.0,0.000,10,309300,3313300,30828,423.7,472.8
170,4,4,4,22,22,316460,31585,0.0,0.000,10,316460,3631860,31585,411.5,459.2
180,4,4,4,22,22,396740,39559,0.0,0.000,10,396740,4033940,39559,398.5,441.2
