time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,13,13,580,57,57.0,57.000,1,580,0,57,0.0,0.0
20,4,2,2,13,13,1300,128,128.0,128.000,1,1300,960,128,1939.4,1939.4
30,4,2,2,13,13,80,7,7.0,7.000,1,80,1020,7,2257.0,2257.0
40,4,2,2,13,13,0,0,0.0,0.000,1,0,1020,0,2257.0,2257.0
50,4,2,2,13,13,0,0,0.0,0.000,1,0,1020,0,2257.0,2257.0
60,4,2,2,13,13,0,0,0.0,0.000,1,0,1020,0,2257.0,2257.0
70,4,2,2,13,13,660,65,65.0,65.000,1,660,1640,65,1294.5,1294.5
80,4,2,2,13,13,1100,109,109.0,109.000,1,1100,2680,109,1527.7,1527.7
90,4,2,2,13,13,0,0,0.0,0.000,1,0,2680,0,1527.7,1527.7
100,4,2,2,13,13,0,0,0.0,0.000,1,0,2680,0,1527.7,1527.7
110,4,2,2,13,13,0,0,0.0,0.000,1,0,2680,0,1527.7,1527.7
120,4,2,2,13,13,-1600,-159,-159.0,-159.000,1,-1600,1160,-159,1295.8,1295.8
130,4,2,2,13,13,0,0,0.0,0.000,1,0,1160,0,1295.8,1295.8
140,4,2,2,13,13,0,0,0.0,0.000,1,0,1160,0,1295.8,1295.8
150,4,2,2,13,13,0,0,0.0,0.000,1,0,1160,0,1295.8,1295.8
160,4,2,2,13,13,-1340,-133,-133.0,-133.000,1,-1340,0,-133,0.0,0.0
170,4,2,2,13,13,1980,197,197.0,197.000,1,1980,2160,197,2239.5,2239.5
180,4,2,2,13,13,0,0,0.0,0.000,1,0,2160,0,2239.5,2239.5
