time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,15,15,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,15,15,7660,762,0.0,0.000,10,7660,7420,762,6.7,7.4
30,4,4,4,15,15,33260,3284,0.0,0.000,10,33260,40440,3284,4.2,4.4
40,4,4,4,15,15,44600,4446,0.0,0.000,10,44600,85340,4446,3.0,3.3
50,4,4,4,15,15,59100,5889,0.0,0.000,10,59100,143580,5889,2.4,2.6
60,4,4,4,15,15,97220,9708,0.0,0.000,10,97220,241300,9708,2.0,2.1
70,4,4,4,15,15,80080,7997,0.0,0.000,10,80080,319960,7997,1.8,1.9
80,4,4,4,15,15,78260,7813,0.0,0.000,10,78260,398620,7813,1.6,1.7
90,4,4,4,15,15,108260,10796,0.0,0.000,10,108260,505880,10796,1.5,1.6
100,4,4,4,15,15,81180,8108,0.0,0.000,10,81180,586480,8108,1.5,1.5
110,4,4,4,15,15,82160,8205,0.0,0.000,10,82160,666640,8205,1.4,1.5
120,4,4,4,15,15,106920,10678,0.0,0.000,10,106920,773800,10678,1.4,1.4
130,4,4,4,15,15,78800,7858,0.0,0.000,10,78800,854500,7858,1.4,1.4
140,4,4,4,15,15,81580,8144,0.0,0.000,10,81580,935300,8144,1.3,1.4
150,4,4,4,15,15,107120,10698,0.0,0.000,10,107120,1043460,10698,1.3,1.3
160,4,4,4,15,15,81560,8145,0.0,0.000,10,81560,1124460,8145,1.3,1.3
170,4,4,4,15,15,81060,8095,0.0,0.000,10,81060,1205620,8095,1.3,1.3
180,4,4,4,15,15,108000,10787,0.0,0.000,10,108000,1314120,10787,1.3,1.3
