time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,18,18,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,18,18,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,18,18,80,7,7.0,1.000,10,20,40,1,297.8,2229.0
40,4,4,4,18,18,0,0,0.0,0.000,10,0,40,0,297.8,2229.0
50,4,4,4,18,18,0,0,0.0,0.000,10,0,40,0,297.8,2229.0
60,4,4,4,18,18,0,0,0.0,0.000,10,0,40,0,297.8,2229.0
70,4,4,4,18,18,-20,-1,-1.0,0.000,10,0,40,0,297.8,2229.0
80,4,4,4,18,18,400,39,39.0,7.000,10,80,80,7,362.1,2229.0
90,4,4,4,18,18,220,21,21.0,3.000,10,40,120,3,466.4,2229.0
100,4,4,4,18,18,0,0,0.0,0.000,10,0,120,0,466.4,2229.0
110,4,4,4,18,18,0,0,0.0,0.000,10,0,120,0,466.4,2229.0
120,4,4,4,18,18,0,0,0.0,0.000,10,0,120,0,466.4,2229.0
130,4,3,3,18,18,-680,-67,-67.0,-13.000,0,-140,0,-13,0.0,0.0
140,4,4,4,18,18,0,0,0.0,0.000,0,0,0,0,0.0,0.0
150,4,4,4,18,18,0,0,0.0,0.000,10,0,0,0,0.0,0.0
160,4,4,4,18,18,420,41,41.0,13.000,10,140,80,13,78.8,548.5
170,4,4,4,18,18,700,69,69.0,23.000,10,240,300,23,403.9,1180.0
180,4,4,4,18,18,40,3,3.0,0.000,10,0,300,0,403.9,1180.0
