time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,22,22,0,0,0.0,0.000,10,0,0,0,0.0,0.0
20,4,2,2,22,22,2980,296,0.0,0.000,10,2980,2580,296,74.1,703.9
30,4,2,2,22,22,58060,5755,0.0,0.000,10,58060,61700,5755,4.8,33.0
40,4,2,2,22,22,89360,8895,0.0,0.000,10,89360,151840,8895,2.7,15.4
50,4,2,2,22,22,92160,9201,0.0,0.000,10,92160,245020,9201,2.1,9.2
60,4,2,2,22,22,81080,8095,0.0,0.000,10,81080,326740,8095,1.8,7.2
70,4,2,2,22,22,95880,9574,0.0,0.000,10,95880,422940,9574,1.7,6.0
80,4,2,2,22,22,95860,9568,0.0,0.000,10,95860,518880,9568,1.5,4.9
90,4,2,2,22,22,83600,8329,0.0,0.000,10,83600,600800,8329,1.5,4.4
100,4,2,2,22,22,82520,8242,0.0,0.000,10,82520,682980,8242,1.4,4.0
110,4,2,2,22,22,109640,10950,0.0,0.000,10,109640,792500,10950,1.4,3.6
120,4,2,2,22,22,80260,8016,0.0,0.000,10,80260,874660,8016,1.4,3.4
130,4,2,2,22,22,82400,8229,0.0,0.000,10,82400,957200,8229,1.3,3.2
140,4,2,2,22,22,109060,10891,0.0,0.000,10,109060,1066960,10891,1.3,3.0
150,4,2,2,22,22,82640,8254,0.0,0.000,10,82640,1149560,8254,1.3,2.8
160,4,2,2,22,22,84300,8419,0.0,0.000,10,84300,1231900,8419,1.3,2.7
170,4,2,2,22,22,109380,10925,0.0,0.000,10,109380,1341740,10925,1.3,2.6
180,4,2,2,22,22,83660,8355,0.0,0.000,10,83660,1423980,8355,1.3,2.5
