time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,54,54,0,0,0.0,0.000,5,0,0,0,0.0,0.0
20,4,2,2,54,54,29140,2889,0.0,0.000,10,10540,1860,1045,4715.5,10242.6
30,4,2,2,54,54,200060,19698,0.0,0.000,10,49220,49200,4846,2893.4,3688.7
40,4,2,2,54,54,415180,40755,0.0,0.000,10,101740,152640,9987,1595.4,1854.6
50,4,2,2,54,54,572120,55969,0.0,0.000,10,142240,296580,13915,1184.8,1288.5
60,4,2,2,54,54,805780,79036,0.0,0.000,10,201420,499300,19756,928.4,1039.3
71,4,2,2,54,54,704340,68635,0.0,0.000,10,176140,674100,17164,827.3,917.3
81,4,2,2,54,54,706180,70099,0.0,0.000,10,176160,851980,17486,763.5,834.7
91,4,2,2,54,54,972660,96465,0.0,0.000,10,242980,1094120,24097,705.6,761.8
101,4,2,2,54,54,765460,76203,0.0,0.000,10,191440,1283120,19058,673.1,719.4
111,4,2,2,54,54,725800,72075,0.0,0.000,10,183760,1466680,18248,651.3,695.3
121,4,2,2,54,54,751840,74616,0.0,0.000,10,186600,1655020,18519,632.7,670.8
131,4,2,2,54,54,1005100,99495,0.0,0.000,10,252360,1906120,24981,613.2,646.4
141,4,2,2,54,54,708440,70477,0.0,0.000,10,175260,2082000,17435,604.7,632.4
151,4,2,2,54,54,786500,77855,0.0,0.000,10,197860,2279700,19586,592.8,617.0
161,4,2,2,54,54,997840,98796,0.0,0.000,10,250780,2529080,24829,582.4,601.9
171,4,2,2,54,54,754900,75159,0.0,0.000,10,189280,2719340,18845,574.9,591.4
181,4,2,2,54,54,762860,75396,0.0,0.000,10,189100,2908820,18689,568.7,585.1
