time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,18,18,0,0,0.0,0.000,5,0,0,0,0.0,0.0
20,4,2,2,18,18,4380,434,0.0,0.000,10,1000,1060,99,15.4,30.5
30,4,2,2,18,18,106720,10609,0.0,0.000,10,26780,27520,2662,3.9,4.7
40,4,2,2,18,18,201680,20079,0.0,0.000,10,52280,80560,5205,2.6,2.9
50,4,2,2,18,18,345580,34506,0.0,0.000,10,85880,164740,8575,1.9,2.1
60,4,2,2,18,18,303680,30313,0.0,0.000,10,75580,240660,7544,1.7,1.8
70,4,2,2,18,18,343280,34280,0.0,0.000,10,89040,328860,8891,1.6,1.7
80,4,2,2,18,18,370360,36980,0.0,0.000,10,90960,419460,9082,1.5,1.6
90,4,2,2,18,18,307720,30649,0.0,0.000,10,77060,496080,7675,1.4,1.5
100,4,2,2,18,18,343840,34325,0.0,0.000,10,89160,584920,8900,1.4,1.5
110,4,2,2,18,18,370800,37031,0.0,0.000,10,88900,674600,8878,1.4,1.5
120,4,2,2,18,18,303880,30342,0.0,0.000,10,74680,750860,7456,1.3,1.4
130,4,2,2,18,18,301200,30080,0.0,0.000,10,76720,826860,7662,1.3,1.4
140,4,2,2,18,18,410360,40982,0.0,0.000,10,101860,928940,10172,1.3,1.4
150,4,2,2,18,18,307180,30684,0.0,0.000,10,76880,1005500,7679,1.3,1.4
160,4,2,2,18,18,304560,30416,0.0,0.000,10,77640,1082420,7753,1.3,1.4
170,4,2,2,18,18,409240,40870,0.0,0.000,10,102320,1184960,10218,1.3,1.4
180,4,2,2,18,18,303400,30300,0.0,0.000,10,76040,1261000,7594,1.3,1.3
