time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,45,45,1540,152,152.0,99.000,1,1000,0,99,0.0,0.0
30,4,2,2,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
40,4,2,2,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
50,4,2,2,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
60,4,2,2,45,45,-340,-33,-33.0,-37.000,1,-380,0,-37,0.0,0.0
70,4,2,2,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
80,4,2,2,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
90,4,2,2,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
100,4,2,2,45,45,920,91,91.0,35.000,1,360,20,35,3014.0,3014.0
110,4,2,2,45,45,1700,169,169.0,1.000,1,20,60,1,4194.0,4194.0
120,4,2,2,45,45,0,0,0.0,0.000,1,0,60,0,4194.0,4194.0
130,4,2,2,45,45,0,0,0.0,0.000,1,0,60,0,4194.0,4194.0
140,4,2,2,45,45,0,0,0.0,0.000,1,0,60,0,4194.0,4194.0
150,4,2,2,45,45,0,0,0.0,0.000,1,0,60,0,4194.0,4194.0
160,4,2,2,45,45,2800,279,279.0,95.000,1,960,120,95,3458.3,3458.3
170,4,2,2,45,45,380,37,37.0,0.000,1,0,120,0,3458.3,3458.3
180,4,2,2,45,45,0,0,0.0,0.000,1,0,120,0,3458.3,3458.3
