time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,24,24,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,24,24,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,24,24,120,11,11.0,11.000,10,120,160,11,20.8,131.0
40,4,4,4,24,24,1040,103,103.0,103.000,10,1040,1100,103,60.2,192.8
50,4,4,4,24,24,60,5,5.0,5.000,10,60,1160,5,81.3,192.8
60,4,4,4,24,24,0,0,0.0,0.000,10,0,1160,0,81.3,192.8
70,4,4,4,24,24,0,0,0.0,0.000,10,0,1160,0,81.3,192.8
80,4,4,4,24,24,-20,-1,-1.0,-1.000,10,-20,1160,-1,81.3,192.8
90,4,4,4,24,24,200,19,19.0,19.000,10,200,1320,19,96.1,192.8
100,4,4,4,24,24,0,0,0.0,0.000,10,0,1320,0,96.1,192.8
110,4,4,4,24,24,720,71,71.0,71.000,10,720,1900,71,91.2,192.8
120,4,4,4,24,24,1000,99,99.0,99.000,10,1000,2840,99,85.6,192.8
130,4,4,4,24,24,0,0,0.0,0.000,10,0,2840,0,85.6,192.8
140,4,4,4,24,24,100,9,9.0,9.000,10,100,2960,9,86.6,192.8
150,4,4,4,24,24,0,0,0.0,0.000,10,0,2960,0,86.6,192.8
160,4,4,4,24,24,0,0,0.0,0.000,10,0,2960,0,86.6,192.8
170,4,4,4,24,24,0,0,0.0,0.000,10,0,2960,0,86.6,192.8
180,4,4,3,24,24,-3220,-321,-321.0,-321.000,0,-3220,0,-321,0.0,0.0
