time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,7,7,2100,209,0.0,0.000,1,1080,0,107,0.0,0.0
20,4,2,2,7,7,25900,2574,0.0,0.000,1,6460,6660,642,1723.2,1723.2
30,4,2,2,7,7,223840,22346,0.0,0.000,1,56320,63260,5622,318.1,318.1
40,4,2,2,7,7,551240,54997,0.0,0.000,1,129080,190700,12878,150.7,150.7
50,4,2,2,7,7,758480,75658,0.0,0.000,1,200640,391040,20013,102.8,102.8
60,4,2,2,7,7,698360,69738,0.0,0.000,1,174320,564940,17407,86.3,86.3
70,4,2,2,7,7,719760,71875,0.0,0.000,1,165760,730680,16552,78.3,78.3
80,4,2,2,7,7,875400,87347,0.0,0.000,1,232900,963760,23238,71.4,71.4
90,4,2,2,7,7,690740,68881,0.0,0.000,1,172680,1136480,17219,68.3,68.3
100,4,2,2,7,7,754480,75289,0.0,0.000,1,172580,1310720,17221,65.8,65.8
110,4,2,2,7,7,879620,87856,0.0,0.000,1,233680,1544720,23339,63.4,63.4
120,4,2,2,7,7,682320,68150,0.0,0.000,1,170420,1715440,17021,62.1,62.1
130,4,2,2,7,7,744780,74388,0.0,0.000,1,171360,1888340,17115,60.9,60.9
140,4,2,2,7,7,857880,85625,0.0,0.000,1,227240,2116760,22680,59.9,59.9
150,4,2,2,7,7,696360,69503,0.0,0.000,1,175040,2290260,17470,59.1,59.1
160,4,2,2,7,7,678740,67779,0.0,0.000,1,172000,2460620,17175,58.6,58.6
170,4,2,2,7,7,919660,91855,0.0,0.000,1,228660,2689720,22838,57.9,57.9
180,4,2,2,7,7,715860,71507,0.0,0.000,1,179100,2867560,17890,57.3,57.3
