time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,54,54,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,54,54,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,54,54,20,1,1.0,0.000,10,0,0,0,0.0,0.0
40,4,4,4,54,54,0,0,0.0,0.000,10,0,0,0,0.0,0.0
50,4,4,4,54,54,0,0,0.0,0.000,10,0,0,0,0.0,0.0
60,4,4,4,54,54,0,0,0.0,0.000,10,0,0,0,0.0,0.0
70,4,4,4,54,54,0,0,0.0,0.000,10,0,0,0,0.0,0.0
80,4,4,4,54,54,200,19,19.0,7.000,10,80,80,7,39.5,251.0
90,4,4,4,54,54,740,73,73.0,15.000,10,160,240,15,58.6,253.0
100,4,4,4,54,54,0,0,0.0,0.000,10,0,240,0,58.6,253.0
110,4,4,4,54,54,0,0,0.0,0.000,10,0,240,0,58.6,253.0
120,4,4,3,54,54,-740,-73,-73.0,-15.000,3,-160,40,-15,28.0,84.0
130,4,3,4,54,54,460,45,45.0,11.000,8,120,180,11,65.0,253.0
140,4,4,4,54,54,-380,-37,-37.0,-9.000,3,-100,100,-9,112.3,253.0
150,4,4,4,54,54,-300,-29,-29.0,-9.000,10,-100,0,-9,0.0,0.0
160,4,4,4,54,54,140,13,13.0,3.000,10,40,40,3,59.8,395.0
170,4,4,4,54,54,480,47,47.0,9.000,10,100,120,9,68.0,434.0
180,4,4,4,54,54,80,7,7.0,3.000,10,40,120,3,68.0,434.0
