time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,9,9,1000,99,0.0,0.000,1,200,200,19,4.5,4.5
30,4,2,2,9,9,23980,2394,0.0,0.000,1,6060,6320,605,1.6,1.6
40,4,2,2,9,9,43620,4356,0.0,0.000,1,11180,17000,1116,1.3,1.3
50,4,2,2,9,9,32620,3258,0.0,0.000,1,8320,25180,831,1.2,1.2
60,4,2,2,9,9,32520,3248,0.0,0.000,1,8520,33400,851,1.2,1.2
70,4,2,2,9,9,41500,4145,0.0,0.000,1,11240,44340,1122,1.2,1.2
80,4,2,2,9,9,34840,3480,0.0,0.000,1,8120,52540,811,1.2,1.2
90,4,2,2,9,9,32740,3265,0.0,0.000,1,7800,60800,778,1.2,1.2
100,4,2,2,9,9,41480,4143,0.0,0.000,1,11460,71760,1144,1.1,1.1
110,4,2,2,9,9,35480,3544,0.0,0.000,1,8180,79980,817,1.1,1.1
120,4,2,2,9,9,33580,3354,0.0,0.000,1,8600,88240,859,1.1,1.1
130,4,2,2,9,9,32540,3249,0.0,0.000,1,8060,96460,804,1.1,1.1
140,4,2,2,9,9,43900,4382,0.0,0.000,1,11060,107420,1104,1.1,1.1
150,4,2,2,9,9,32760,3272,0.0,0.000,1,7980,115660,797,1.1,1.1
160,4,2,2,9,9,33280,3324,0.0,0.000,1,8520,123920,851,1.1,1.1
170,4,2,2,9,9,44960,4491,0.0,0.000,1,11360,134920,1134,1.1,1.1
180,4,2,2,9,9,32560,3252,0.0,0.000,1,8360,143140,835,1.1,1.1
