time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,4,4,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,4,4,3120,311,0.0,0.000,1,3120,3000,311,2.1,2.1
40,4,4,4,4,4,6680,667,0.0,0.000,1,6680,9880,667,1.5,1.5
50,4,4,4,4,4,7640,763,0.0,0.000,1,7640,17460,763,1.3,1.3
60,4,4,4,4,4,10720,1071,0.0,0.000,1,10720,28060,1071,1.2,1.2
70,4,4,4,4,4,8260,825,0.0,0.000,1,8260,36160,825,1.2,1.2
80,4,4,4,4,4,8560,855,0.0,0.000,1,8560,44260,855,1.2,1.2
90,4,4,4,4,4,10620,1059,0.0,0.000,1,10620,55020,1059,1.2,1.2
100,4,4,4,4,4,8320,831,0.0,0.000,1,8320,63160,831,1.2,1.2
110,4,4,4,4,4,8080,807,0.0,0.000,1,8080,71300,807,1.2,1.2
120,4,4,4,4,4,10880,1087,0.0,0.000,1,10880,82160,1087,1.1,1.1
130,4,4,4,4,4,8320,831,0.0,0.000,1,8320,90300,831,1.1,1.1
140,4,4,4,4,4,8140,813,0.0,0.000,1,8140,98480,813,1.1,1.1
150,4,4,4,4,4,11360,1134,0.0,0.000,1,11360,109360,1134,1.1,1.1
160,4,4,4,4,4,8260,825,0.0,0.000,1,8260,117520,825,1.1,1.1
170,4,4,4,4,4,8200,819,0.0,0.000,1,8200,125700,819,1.1,1.1
180,4,4,4,4,4,11500,1148,0.0,0.000,1,11500,136640,1148,1.1,1.1
