time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,52,52,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,52,52,35420,3503,0.0,0.000,10,11000,780,1087,3178.4,4939.0
30,4,4,4,52,52,65100,6296,0.0,0.000,10,16680,17440,1613,6584.6,7420.8
40,4,4,4,52,52,99140,9755,0.0,0.000,10,24200,42000,2381,5263.7,5848.6
50,4,4,4,52,52,109620,10794,0.0,0.000,10,28060,69320,2763,4703.6,5242.0
60,4,4,4,52,52,117860,11677,0.0,0.000,10,29500,99060,2922,4407.7,4998.2
70,4,4,4,52,52,156560,15493,0.0,0.000,10,39340,138480,3893,3823.4,4350.0
81,4,4,4,52,52,318560,31556,0.0,0.000,10,78700,217340,7795,2975.4,3296.5
91,4,4,4,52,52,453340,44615,0.0,0.000,10,112780,330480,11099,2279.3,2594.7
101,4,4,4,52,52,491480,48493,0.0,0.000,10,123820,454340,12217,1857.9,2087.7
111,4,4,4,52,52,567240,56040,0.0,0.000,10,139920,593900,13823,1607.6,1758.2
121,4,4,4,52,52,534880,52947,0.0,0.000,10,136460,729220,13508,1449.0,1606.7
131,4,4,4,52,52,507980,50409,0.0,0.000,10,128180,857000,12720,1338.6,1493.8
141,4,4,4,52,52,615940,61238,0.0,0.000,10,150200,1008820,14933,1247.5,1389.1
151,4,4,4,52,52,510860,50826,0.0,0.000,10,129620,1138740,12896,1194.1,1328.2
161,4,4,4,52,52,437880,43479,0.0,0.000,10,108860,1247480,10809,1162.8,1301.5
171,4,4,4,52,52,631140,62825,0.0,0.000,10,155760,1403400,15504,1113.1,1226.2
181,4,4,4,52,52,532760,52774,0.0,0.000,10,136760,1539680,13547,1080.9,1183.4
