time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,7,7,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,7,7,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,2,2,7,7,0,0,0.0,0.000,1,0,0,0,0.0,0.0
40,4,2,2,7,7,620,61,61.0,17.000,1,180,120,17,18.5,18.5
50,4,2,2,7,7,20,1,1.0,0.000,1,0,120,0,18.5,18.5
60,4,2,2,7,7,0,0,0.0,0.000,1,0,120,0,18.5,18.5
70,4,2,2,7,7,0,0,0.0,0.000,1,0,120,0,18.5,18.5
80,4,2,2,7,7,0,0,0.0,0.000,1,0,120,0,18.5,18.5
90,4,2,2,7,7,0,0,0.0,0.000,1,0,120,0,18.5,18.5
100,4,2,2,7,7,20,1,1.0,0.000,1,0,140,0,17.6,17.6
110,4,2,2,7,7,0,0,0.0,0.000,1,0,140,0,17.6,17.6
120,4,2,2,7,7,0,0,0.0,0.000,1,0,140,0,17.6,17.6
130,4,2,2,7,7,0,0,0.0,0.000,1,0,140,0,17.6,17.6
140,4,2,2,7,7,0,0,0.0,0.000,1,0,140,0,17.6,17.6
150,4,2,2,7,7,0,0,0.0,0.000,1,0,140,0,17.6,17.6
160,4,2,2,7,7,0,0,0.0,0.000,1,0,140,0,17.6,17.6
170,4,2,2,7,7,0,0,0.0,0.000,1,0,140,0,17.6,17.6
180,4,2,2,7,7,0,0,0.0,0.000,1,0,140,0,17.6,17.6
